ENOTA,VDV_MID,VDV_ID,VDV_UIME,VDV_DJ,POV_KM2,D_OD,DV_OD,N8,C1,STATUS,CEN_E,CEN_N
VD,16457272,26704,"OŠ Žitečka vas, Zg. Duplek 98",,6.55,2017/07/13,2017/07/13,707001,,V,556232,152434
VD,16457299,26705,"Občina Duplek, Trg slovenske osamosvojitve 1",,4.84,2018/04/26,2018/04/26,707002,,V,557310,152005
VD,16457302,26706,"OŠ Dvorjane, Dvorjane 15",,5.4,2022/09/01,2022/09/01,707003,,V,559239,150513
VD,16457329,26707,"KD Vurberk, Vurberk 94",,4.57,2022/09/01,2022/09/01,707004,,V,560531,149944
VD,16457337,26718,Večnamenski prostor pri igrišču Zimica 46c,,4.05,2018/04/10,2018/04/10,707005,,V,557912,155364
VD,16457345,26719,"KD Korena, Zg.Korena 38",,14.39,2022/09/01,2022/09/01,707006,,V,558282,152964
VD,16462551,55813,"Klub Svečina, Plač 7",,16.2,2015/06/03,2015/06/03,808001,,V,545132,169645
VD,16462578,55823,"VS Zg. Kungota, Plintovec 1",,8.45,2015/06/03,2015/06/03,808003,,V,547012,166765
VD,16462586,55824,"ŽU Sv. Jurij ob Pesnici, Jurski Vrh 5",,12.03,2022/09/01,2022/09/01,808004,,V,543222,167065
VD,16462594,55825,"Podružnica OŠ Kungota, Gradiška 219",,7.43,2022/02/23,2022/02/23,808005,,V,548532,163535
VD,16462730,58701,"OŠ Benedikt, Šolska ul. 2",,7.33,2022/09/01,2022/09/01,807001,,V,568311,163246
VD,16462748,58702,"OŠ Benedikt, Šolska ul. 2",,10.09,2022/09/01,2022/09/01,807002,,V,567552,166804
VD,16462756,58703,"OŠ Benedikt, Šolska ul. 2",,6.72,2022/09/01,2022/09/01,807003,,V,569062,164414
VD,16462764,58704,"OŠ Cerkvenjak, Cerkvenjak 24",,6.76,2022/09/01,2022/09/01,807004,,V,573302,158844
VD,16462772,58705,"Dom DRU Cerkvenjak, Cerkvenjak 13 b",,8.97,2022/09/01,2022/09/01,807005,,V,570942,156954
VD,16462799,58706,"KD Cerkvenjak, Cerkvenjak 25",,5.24,2022/09/01,2022/09/01,807006,,V,572362,160754
VD,16462802,58707,"Ploj, Smolinci 88",,3.53,2022/09/01,2022/09/01,807007,,V,573201,155904
VD,16462829,58708,"KD Jurovski Dol, Jurovski Dol 1",,8.19,2022/09/01,2022/09/01,807008,,V,557962,161914
VD,16462837,58709,"KD Jurovski Dol, Jurovski Dol 1",,9.57,2022/09/01,2022/09/01,807009,,V,559722,163524
VD,16462845,58710,"LD Jurovski Dol, Malna 10",,8.06,2022/09/01,2022/09/01,807010,,V,560112,166184
VD,16462853,58711,"Senekovič, Žitence 23",,1.97,2022/09/01,2022/09/01,807011,,V,560872,167064
VD,16462861,58712,"Lekežič, Žitence 65",,2.94,2022/09/01,2022/09/01,807012,,V,562012,166254
VD,16462870,58713,"Avla Občine Lenart, Trg osvobod. 7",,4.9,2022/09/01,2022/09/01,807013,,V,563002,160884
VD,16462888,58714,"Center Slovenskih goric, Trg osvobod. 9",,1.43,2022/09/01,2022/09/01,807014,,V,563802,159754
VD,16462896,58715,"OŠ Lenart, Ptujska c. 25",,8.91,2022/09/01,2022/09/01,807015,,V,562992,158794
VD,16462900,58716,"LD Lenart, Sp. Porčič 22",,9.44,2022/09/01,2022/09/01,807016,,V,565132,161244
VD,16462918,58717,"Trgovina, Zamarkova 20",,11.64,2014/04/08,2014/04/08,807017,,V,560412,158714
VD,16462926,58718,"OŠ Lokavec, Lokavec 6",,6.45,2022/09/01,2022/09/01,807018,,V,562152,171104
VD,16462934,58719,"OŠ Sv. Ana, Sv. Ana 14",,14.68,2022/09/01,2022/09/01,807019,,V,561052,168974
VD,16462942,58720,"OŠ Sv. Ana, Sv. Ana 14",,10.15,2022/09/01,2022/09/01,807020,,V,562592,167794
VD,16462969,58721,"Sejna soba občine, Sv. Ana 17",,5.9,2014/04/08,2014/04/08,807021,,V,565262,167004
VD,16462977,58722,"OŠ Sv. Trojica, Meznaričeva ul. 1",,2.49,2022/09/01,2022/09/01,807022,,V,567222,159924
VD,16462985,58723,"Prostori DRU Sv. Trojica, Trojiški trg 25",,4.37,2022/09/01,2022/09/01,807023,,V,565802,161784
VD,16462993,58724,"GD Osek, Osek 48",,5.95,2022/09/01,2022/09/01,807024,,V,569432,160864
VD,16463019,58725,"GD Gočova, Gočova 8a",,4.19,2022/09/01,2022/09/01,807025,,V,566622,156734
VD,16463027,58726,"OŠ Sv. Trojica, Meznaričeva ul. 1",,8.89,2022/09/01,2022/09/01,807026,,V,569552,157264
VD,16463035,58727,"KS Voličina, Sp. Voličina 81",,10.58,2014/04/08,2014/04/08,807027,,V,562462,155494
VD,16463043,58728,"KD Selce, Selce 11",,9.8,2022/09/01,2022/09/01,807028,,V,563811,152854
VD,16463051,58729,"KD Zavrh, Zavrh 42",,5.41,2022/09/01,2022/09/01,807029,,V,563982,155894
VD,16464813,70001,"OŠ L. Pliberška, Lackova c. 4",,3.29,2022/09/01,2022/09/01,710001,,V,547532,155085
VD,16464821,70002,"Hišni svet, Borova vas 24",,0.75,2017/07/13,2017/07/13,710002,,V,547352,156515
VD,16464830,70003,"MČ Radvanje, Lackova c. 43",,2.64,2022/09/01,2022/09/01,710003,,V,546883,155586
VD,16464848,70004,"Vrtec Radvanje, Grizoldova ul. 1",,0.38,2022/09/01,2022/09/01,710004,,V,545712,155755
VD,16464856,70005,"DRAŠ Center, Pohorska ul. 57",,0.55,2022/09/05,2022/09/05,710005,,V,546012,155365
VD,16464899,70008,"MČ Nova vas, Radvanjska c. 65",,0.25,2022/09/01,2022/09/01,710008,,V,548248,155771
VD,16464902,70009,"OŠ Tabor I, Ul. A. Tovornika 21",,0.14,2022/09/01,2022/09/01,710009,,V,548352,155435
VD,16464929,70010,"ZD Nova vas, C. prol. brigad 71",,0.1,2022/09/01,2022/09/01,710010,,V,548112,156235
VD,16464937,70011,"OŠ L. Štuklja, Klinetova ul. 18",,0.1,2022/09/01,2022/09/01,710011,,V,548002,155755
VD,16464945,70012,"OŠ L. Štuklja, Klinetova ul. 18",,0.1,2022/09/01,2022/09/01,710012,,V,548072,155735
VD,16464961,70014,"OŠ Tabor I, Ul. A. Tovornika 21",,0.12,2022/09/01,2022/09/01,710014,,V,548542,155305
VD,16464970,70015,"Hišni svet, Knafelčeva ul. 28",,0.19,2022/09/01,2022/09/01,710015,,V,548752,155685
VD,16464988,70016,"JZ Gasilska brigada, C. prol. brigad 21",,0.03,2022/09/01,2022/09/01,710016,,V,548952,155865
VD,16464996,70017,"JZ Gasilska brigada, C. prol. brigad 21",,1.88,2022/09/01,2022/09/01,710017,,V,549293,155423
VD,16465011,70019,"Dom krajanov, Razvanjska c. 22",,5.52,2022/09/01,2022/09/01,710019,,V,548672,152825
VD,16465020,70101,"Vrtec Jadvige Golež, Betnavska c.100",,0.09,2022/09/01,2022/09/01,711001,,V,548762,156085
VD,16465038,70102,"HS, Radvanjska c. 61",,0.04,2022/09/01,2022/09/01,711002,,V,548732,156045
VD,16465046,70103,"HS, Radvanjska c. 61",,0.05,2022/09/01,2022/09/01,711003,,V,548512,156065
VD,16465062,70105,"Vrtec Jadvige Golež, Betnavska c. 100",,0.12,2022/09/01,2022/09/01,711005,,V,548952,156235
VD,16465089,70106,"DRU, Gorkega ul. 48",,0.48,2022/09/01,2022/09/01,711006,,V,548682,156335
VD,16465097,70107,"OŠ A. Besednjak, Celjska ul. 11",,0.15,2022/09/01,2022/09/01,711007,,V,549452,156524
VD,16465119,70108,"OŠ A. Besednjak, Celjska ul. 11",,0.28,2022/09/01,2022/09/01,711008,,V,549632,156484
VD,16465135,70110,"OŠ A. Besednjak, Celjska ul. 11",,0.12,2022/09/01,2022/09/01,711010,,V,549452,155904
VD,16465143,70111,"MČ Tabor, Metelkova 63",,0.15,2014/06/12,2014/06/12,711011,,V,549172,156025
VD,16465160,70113,"OŠ borcev za sev. mejo, Borcev za sev. mejo 16",,0.95,2022/09/01,2022/09/01,711013,,V,550352,156084
VD,16465186,70115,"OŠ S. Klavore, Štrekljeva ul. 31",,0.67,2022/09/01,2022/09/01,711015,,V,550302,155074
VD,16465208,70117,"OŠ S. Klavore, Štrekljeva ul. 31",,0.15,2022/09/01,2022/09/01,711017,,V,551032,155194
VD,16465224,70119,"OŠ M. Konšak, Prekmurska ul. 67",,0.22,2022/09/01,2022/09/01,711019,,V,551502,155194
VD,16465232,70120,"OŠ M. Konšak, Prekmurska ul. 67",,0.63,2022/09/01,2022/09/01,711020,,V,551352,154634
VD,16465259,70501,"OŠ Reka Pohorje, Hočko Pohorje 1",,11.78,2015/11/16,2015/11/16,705001,,V,545901,150545
VD,16465267,70502,"Hotel Tisa, Hočko Pohorje 40",,10.29,2014/04/08,2014/04/08,705002,,V,543781,151345
VD,16465275,70515,"DK Bresternica, Na gaj 2",,10.96,2022/09/01,2022/09/01,705003,,V,544052,159975
VD,16465291,70517,"Šolska zgradba, Šober 1",,20.17,2018/04/10,2018/04/10,705005,,V,543632,163825
VD,16465305,70518,"OŠ R. Robiča, Limbuška c. 62",,4.34,2022/09/01,2022/09/01,705006,,V,544375,157766
VD,16465321,70520,"Vrtec Studenci, enota Pekre, Bezjakova ul. 2",,6.62,2022/09/01,2022/09/01,705008,,V,544633,155846
VD,16465330,70521,"Vrtec Studenci, enota Pekre, Bezjakova ul. 2",,3.41,2022/09/01,2022/09/01,705009,,V,545379,156185
VD,16465348,70522,"KD Kamnica, Vrbanska c. 97",,9.13,2022/09/01,2022/09/01,705010,,V,548222,161255
VD,16465356,70523,"KD Kamnica, Vrbanska c. 97",,9.41,2022/09/01,2022/09/01,705011,,V,546152,161165
VD,16465372,70526,"Center za sluh in govor MB,Vinarska ul. 6",,1.23,2022/09/01,2022/09/01,705013,,V,549362,158414
VD,16465399,70527,"OŠ P. Voranca MB, Gosposvetska c. 10",,0.62,2022/09/01,2022/09/01,705014,,V,548412,158635
VD,16465402,70528,"OŠ P. Voranca MB, Gosposvetska c. 10",,0.2,2022/09/01,2022/09/01,705015,,V,548732,158205
VD,16465445,70603,"KS Dravski Dvor, Kidričeva c. 9",,1.9,2022/09/01,2022/09/01,706021,,V,554581,147734
VD,16465453,70606,"OŠ Slivnica, Mariborska c. 4",,6.8,2017/09/15,2017/09/15,706011,,V,550241,148995
VD,16465461,70607,"OŠ Slivnica, Mariborska c. 4",,2.75,2017/09/15,2017/09/15,706012,,V,548871,147845
VD,16465470,70608,"AMD Orehova vas, Orehova c. 26",,2.71,2022/09/01,2022/09/01,706013,,V,551161,148205
VD,16465488,70609,"KC Hotinja vas, Hotinjska c. 127",,3.85,2022/09/01,2022/09/01,706014,,V,551251,147555
VD,16465496,70610,"OŠ Miklavž-Dobrovce, Šolska ul. 1",,3.96,2022/09/01,2022/09/01,706022,,V,553951,149254
VD,16465500,70611,"KS Skoke, Uskoška ul. 58",,1.68,2015/11/16,2015/11/16,706023,,V,553361,149714
VD,16465518,70612,"Knjižnica Hoče, Sršakova ul. 2",,1.81,2022/09/01,2022/09/01,706015,,V,549014,150738
VD,16465526,70613,"KD Hoče, Pohorska c. 15",,2.47,2022/09/01,2022/09/01,706016,,V,549671,151305
VD,16465534,70614,"FKBV Pivola, Pivola 10",,3.12,2022/09/01,2022/09/01,706017,,V,547871,151815
VD,16465542,70615,"VeGeC Rogoza, Rogoška c. 60",,4.73,2022/09/01,2022/09/01,706018,,V,552511,151374
VD,16465569,70616,"KD Miklavž, Cesta v Rogozo 11",,2.7,2018/04/10,2018/04/11,706024,,V,554801,151374
VD,16465577,70617,"KD Miklavž, Cesta v Rogozo 11",,1.53,2015/11/16,2015/11/16,706025,,V,553972,151464
VD,16465585,70618,"Bell Center, Ptujska c. 13",,0.72,2022/09/01,2022/09/01,706026,,V,552892,152714
VD,16465593,70619,"OŠ M. Konšak, Prekmurska ul. 67",,0.3,2022/09/01,2022/09/01,706001,,V,552142,154674
VD,16465607,70620,"MČ Tezno, Panonska ul. 12",,0.22,2022/09/01,2022/09/01,706002,,V,552252,154604
VD,16465615,70621,"MČ Tezno, Panonska ul. 12",,2.62,2022/09/01,2022/09/01,706003,,V,552022,153984
VD,16465623,70701,"GD Brezje, Dupleška 35",,0.61,2015/11/16,2015/11/16,707007,,V,552662,155864
VD,16465631,70702,"MČ Brezje, Na trati 2",,1.64,2022/02/23,2022/02/23,707008,,V,552792,155474
VD,16465640,70703,"GD Dogoše, Dupleška 237",,4.29,2018/04/10,2018/04/10,707009,,V,554109,154005
VD,16465658,70708,"KS Malečnik, Malečnik 51",,4.53,2022/09/01,2022/09/01,707010,,V,553552,157634
VD,16465666,70709,"OŠ Malečnik, Malečnik 61",,5.63,2018/04/10,2018/04/10,707011,,V,555242,155784
VD,16465674,70710,"Bivša KS, Ruperče 1",,6.86,2018/04/10,2018/04/10,707012,,V,555632,157814
VD,16465682,70711,"OŠ Tone Čufar, Zrkovska 67",,1.71,2015/11/16,2015/11/16,707013,,V,552532,157034
VD,16465704,70712,"OŠ Tone Čufar, Zrkovska 67",,0.19,2015/11/16,2015/11/16,707014,,V,551472,156985
VD,16465712,70713,"OŠ Tone Čufar, Zrkovska 67",,0.32,2015/11/16,2015/11/16,707015,,V,551262,157534
VD,16465739,70714,"GD Zrkovci, Zrkovci 73",,3.26,2014/04/08,2014/04/08,707016,,V,554332,156354
VD,16465747,70715,"OŠ Tone Čufar, Zrkovska 67",,0.05,2015/11/16,2015/11/16,707017,,V,551782,156884
VD,16465755,70720,"Waldorfski vrtec, Wilsonova 18",,2.92,2019/03/05,2019/03/05,707018,,V,551383,158485
VD,16465771,70722,"Dom krajanov, Počehovska 19",,2.74,2002/12/13,2002/12/17,707020,,V,550012,160604
VD,16465798,70802,"Razstavni salon, Grajska ul. 7",,0.37,2014/04/08,2014/04/08,708002,,V,549762,158254
VD,16465801,70803,"Razstavni salon, Grajska ul.7",,2.59,2018/04/10,2018/04/10,708003,,V,549232,159754
VD,16465810,70804,"Sr.gradbena šola,Smetanova 35",,0.05,2018/04/10,2018/04/10,708004,,V,549322,158294
VD,16465836,70806,"DK Krčevina, Šubičeva ul. 11",,0.54,2022/09/01,2022/09/01,708006,,V,550532,159084
VD,16465844,70807,"OŠ B. Polančič, Prešernova 19",,0.25,2015/11/16,2015/11/16,708007,,V,549962,158714
VD,16465852,70808,"OŠ F.R. Stane, Kersnikova 10",,0.19,2018/04/10,2018/04/10,708008,,V,550232,158534
VD,16465887,70810,"OŠ F.R. Stane, Kersnikova 10",,0.09,2018/04/10,2018/04/10,708010,,V,550342,158304
VD,16465895,70811,"OŠ B. Polančič, Prešernova 19",,0.08,2015/11/16,2015/11/16,708011,,V,550042,158244
VD,16465909,70812,"DK , V zavoju 40 b",,4.33,2022/09/01,2022/09/01,708012,,V,550992,159774
VD,16465933,70815,"Prostori MČ Center, Kacova 1",,0.3,2015/11/16,2015/11/16,708015,,V,550112,157984
VD,16465950,70817,"Sr.gradbena šola,Smetanova 35",,0.15,2014/04/08,2014/04/08,708017,,V,548972,157755
VD,16465968,70818,"Sr.gradbena šola,Smetanova 35",,0.48,2018/05/03,2018/05/03,708018,,V,548282,158265
VD,16465976,70819,"Sr.gradbena šola,Smetanova 35",,0.06,2018/04/10,2018/04/10,708019,,V,548902,158105
VD,16465984,70820,"Sr.gradbena šola,Smetanova 35",,0.08,2018/04/10,2018/04/10,708020,,V,548522,157885
VD,16466000,709001,"OŠ Janko Padežnik, Iztokova ul.6",,0.59,2022/02/16,2022/02/16,709001,,V,548172,157695
VD,16466018,709002,"OŠ Janko Padežnik, Iztokova ul.6",,1.44,2022/02/16,2022/02/16,709002,,V,547332,158186
VD,16466026,709003,"Prometna šola, Preradovičeva ul.33",,0.7,2022/02/16,2022/02/16,709003,,V,546972,157695
VD,16466034,709004,"Prometna šola, Preradovičeva ul.33",,0.32,2022/02/16,2022/02/16,709004,,V,547272,157135
VD,16466042,709005,"Prometna šola, Preradovičeva ul.33",,0.26,2022/02/16,2022/02/16,709005,,V,547732,157335
VD,16466069,709006,"Prometna šola, Preradovičeva ul.33",,0.32,2022/02/16,2022/02/16,709006,,V,548132,156895
VD,16466077,709007,"Prometna šola, Preradovičeva ul.33",,0.17,2022/02/16,2022/02/16,709007,,V,548232,157145
VD,16466085,709008,"MČ Magdalena, Preradovičeva ul. 1",,0.27,2022/02/16,2022/02/16,709008,,V,548982,157065
VD,16466107,709010,"Dom Lizike Jančar, Titova c. 24a",,0.45,2022/09/01,2022/09/01,709010,,V,549782,157234
VD,16466131,709011,"Dom Lizike Jančar, Titova c. 24a",,0.28,2022/09/01,2022/09/01,709011,,V,549902,156744
VD,16466158,709012,"OŠ Draga Kobala, Tolstojeva ul.3",,0.21,2022/08/29,2022/08/29,709014,,V,550887,157441
VD,16466174,709013,"OŠ Draga Kobala, Tolstojeva ul.3",,0.06,2022/08/29,2022/08/29,709017,,V,550742,157314
VD,16466182,709014,"OŠ borcev za severno mejo, Borcev za sev.mejo 16",,0.48,2022/09/01,2022/09/01,709013,,V,550632,156904
VD,16466212,709015,"OŠ Draga Kobala, Tolstojeva ul. 3",,0.74,2022/02/16,2022/02/16,709015,,V,551252,156344
VD,16466239,709016,"OŠ Draga Kobala, Tolstojeva ul. 3",,1.01,2022/02/16,2022/02/16,709016,,V,551872,156324
VD,16466247,709017,"Dom Lizike Jančar, Titova c. 24a",,0.19,2022/09/01,2022/09/01,709012,,V,549122,157385
VD,16469815,89716,"KS Pernica, Pernica 8",,17.82,2021/05/25,2021/05/25,808027,,V,553842,159884
VD,16469831,89804,"OŠ Jarenina, Jareninski Dol 26",,8.82,2022/09/01,2022/09/01,808006,,V,554692,164214
VD,16469840,89805,"Dveri-pax, Polički Vrh 1",,7.07,2017/07/14,2017/07/14,808007,,V,553112,169154
VD,16469866,89807,"KD Jakob, Sp. Jakobski Dol 2",,17,2022/09/01,2022/09/01,808009,,V,555793,167064
VD,16469874,89808,"VKTPC Pesnica, Pesnica pri Mariboru 41",,10.17,2022/09/01,2022/09/01,808010,,V,551429,163585
VD,16469882,89809,"VKTPC Pesnica, Pesnica pri Mariboru 41",,8.78,2022/09/01,2022/09/01,808011,,V,551242,166564
VD,16470929,98503,"GD Fram,Turnerjeva ul. 105",,5.91,2022/09/01,2022/09/01,705018,,V,548351,146485
VD,16470945,98505,"Vaški dom Požeg, Požeg 17",,5.45,2022/09/05,2022/09/05,705020,,V,550061,144925
VD,16470953,98506,"Vaški dom Morje, Priolova c. 54",,2.96,2022/09/01,2022/09/01,705021,,V,547781,145215
VD,16470961,98507,"Vaški dom Loka, Loka pri Framu 13",,2.95,2018/04/10,2018/04/10,705022,,V,546091,145565
VD,16470970,98508,"Vaški dom Kopivnik, Kopivnik 4 a",,2.42,2018/04/10,2018/04/10,705023,,V,546791,146805
VD,16470988,98509,"Vaški dom Ranče, Ranče 174",,3.07,2022/09/01,2022/09/01,705024,,V,547107,147745
VD,16470996,98510,"Vaški dom Planica, Planica 17c",,7.04,2022/09/01,2022/09/01,705025,,V,544581,147895
VD,16471003,98511,"OŠ Rače, Grajski trg 1",,7.56,2015/11/16,2015/11/16,705026,,V,552331,146135
VD,16471011,98512,"OŠ Rače, Grajski trg 1",,0.94,2015/11/16,2015/11/16,705027,,V,551250,145954
VD,16471020,98513,"GD Podova, Podova 26",,7.68,2022/09/01,2022/09/01,705028,,V,553461,144934
VD,16471038,98514,"GD Gorica, Sp. Gorica 55a",,5.31,2022/09/01,2022/09/01,705029,,V,553221,142184
VD,16472107,108401,"DK Bistrica ob Dravi, Ul. 27.decembra 2",,2.46,2022/08/29,2022/09/01,704001,,V,542406,157430
VD,16472123,108403,"Gostilna Koper, Log 84",,7.62,2017/07/13,2017/07/13,704003,,V,541451,154985
VD,16472140,108405,"Občina Lovrenc, Sp. trg 8",,11.46,2014/04/08,2014/04/08,704005,,V,530831,155235
VD,16472166,108407,"OŠ Lovrenc, Šolska ul. 6",,4.76,2017/07/13,2017/07/13,704007,,V,528883,156986
VD,16472174,108408,"PC Lovrenc, Gornji trg 62",,44.88,2022/08/29,2022/09/01,704008,,V,527959,150513
VD,16472204,108410,"Pošta Činžat, Činžat 28",,23.14,2018/04/10,2018/04/10,704010,,V,534248,157548
VD,16472212,108411,"DK Bezena, Bezena 17",,2.36,2022/08/29,2022/09/01,704011,,V,541061,156385
VD,16472239,108412,"LD Lobnica, Lobnica 20 c",,9.53,2022/08/29,2022/09/01,704012,,V,539881,152785
VD,16472255,108414,"RO Ruše, Mariborska c. 5",,2.04,2022/08/29,2022/09/01,704014,,V,539981,155855
VD,16472271,108416,"Knjižnica J.G. Ruše, Falska c. 18",,1.96,2022/08/29,2022/09/01,704016,,V,538950,155824
VD,16472280,108417,"GD Slemen, Sp. Slemen 27",,11.08,2022/08/29,2022/09/01,704017,,V,540392,157935
VD,16472298,108418,"KZ Zadružnik, Sp.Selnica 5",,11.55,2018/04/10,2018/04/10,704018,,V,539039,161416
VD,16472301,108419,"OŠ Selnica, Mariborska c.30",,3.68,2022/08/29,2022/09/01,704019,,V,537931,156985
VD,16472310,108420,"Gostilna Hojnik, Janževa gora 26",,18.6,2018/04/10,2018/04/10,704020,,V,536646,159870
VD,16472328,108421,"OŠ Gradišče, Gradišče na Kozjaku 39",,6.92,2017/07/13,2017/07/13,704021,,V,534382,165885
VD,16472336,108422,"DLO Duh, Sv. Duh na Ostr. vrhu 47",,12.62,2022/08/29,2022/09/01,704022,,V,537232,162835
VD,16472344,108423,"GD Smolnik, Gasilska ul. 7",,32.97,2022/08/29,2022/09/01,704023,,V,535833,151568
VD,16472352,108424,"DK Smolnik, Glazerjeva ul. 29",,0.85,2022/08/29,2022/09/01,704024,,V,538281,155425
VD,16472387,108426,"Gostilna Drozg, Fala 18",,1.04,2018/04/10,2018/04/10,704026,,V,534681,156755
VD,16473499,115525,"DK Brunšvik, Brunšvik 49b",,3.12,2022/09/01,2022/09/01,706030,,V,555751,144654
VD,16473502,115601,"DCA Marjeta, Marjeta 3a",,5.39,2022/09/01,2022/09/01,706004,,V,556371,146274
VD,16473529,115602,"GD Trniče, Trniče 30",,2.7,2022/09/01,2022/09/01,706005,,V,557081,145924
VD,16473537,115604,"ŠD Loka Rošnja, Loka 23a",,3.56,2022/09/01,2022/09/01,706006,,V,556031,150024
VD,16473545,115605,"KD Rošnja, Rošnja 40a",,2.54,2022/09/01,2022/09/01,706007,,V,557511,148824
VD,16473553,115622,"GD Zlatoličje, Zlatoličje 10",,7.22,2022/09/01,2022/09/01,706008,,V,560691,146584
VD,16473561,115623,"ZP Starše, Starše 78c",,4.57,2022/09/01,2022/09/01,706009,,V,558961,147724
VD,16473570,115624,"KS Prepolje, Prepolje 62",,5.13,2015/11/16,2015/11/16,706010,,V,558761,145494
VD,16473774,118801,"KS Ceršak, Ceršak 19",,6.01,2015/06/03,2015/06/03,808012,,V,552232,173374
VD,16473782,118802,"Januš Jože, Selnica ob Muri 102 i",,8.82,2017/07/14,2017/07/14,808013,,V,552922,172044
VD,16473812,118810,"Kulturni dom Sladki Vrh, Sladki Vrh 3",,4.63,2022/09/05,2022/09/05,808014,,V,557302,172934
VD,16473839,118811,"LD Paloma Sladki Vrh, Vranji Vrh 7",,3.26,2022/09/01,2022/09/01,808015,,V,556192,170574
VD,16473855,118815,"KPD Šentilj, Maistrova ul. 7",,8.43,2022/09/01,2022/09/01,808017,,V,550282,170985
VD,16473863,118816,"Kranvogel, Kaniža 24",,3.62,2015/06/03,2015/06/03,808018,,V,550712,167705
VD,16473871,118817,"Polc, Kresnica 41",,5.82,2017/09/01,2017/09/01,808019,,V,548542,170775
VD,16473880,118818,"OŠ Zg. Velka, Zg. Velka 41",,12.99,2022/09/01,2022/09/01,808020,,V,558952,171054
VD,16476099,504001,Dom KS Vinska Gora,,14.77,2015/12/01,2015/12/01,504001,,V,514210,131545
VD,16578606,703007,"OŠ Špitalič, Slov. Konjice",,12.31,2022/09/01,2022/09/01,703007,,V,534091,128855
VD,16578681,703014,"Dom krajanov, Sp. Grušovje 30, Slov. Konjice",,2.85,2022/09/01,2022/09/01,703014,,V,538531,134175
VD,16578720,703018,"Kulturni dom, Mestni trg 4, Slov. Konjice",,0.95,2022/09/01,2022/09/01,703018,,V,533221,133735
VD,16578851,703033,"Zeleni apartma, Loška gora pri Zrečah 39, Zreče",,5.08,2022/09/01,2022/09/01,703033,,V,528321,140565
VD,16578860,703034,"Hotel Dobrava, Bela dvorana, C.na Roglo 15,Zreče",,3.6,2022/09/01,2022/09/01,703034,,V,529111,137755
VD,16578878,703035,"Hotel Dobrava, Rumena dvorana,C.na Roglo 15,Zreče",,0.25,2022/09/01,2022/09/01,703035,,V,529861,136975
VD,16578894,703037,"Osnovna šola Zreče, Šolska c. 3, Zreče",,4.9,2022/09/01,2022/09/01,703037,,V,529861,137375
VD,16578916,703039,"CŠOD Gorenje, Zreče",,15.4,2022/09/01,2022/09/01,703039,,V,528541,142245
VD,16578924,703040,"Dom krajanov Resnik, Zreče",,12.11,2022/09/01,2022/09/01,703040,,V,527761,144165
VD,16578932,703041,"Taborniški dom, Skomarje 32, Zreče",,7.78,2022/09/01,2022/09/01,703041,,V,526171,141515
VD,16578959,703042,"Dom krajanov Stranice, Zreče",,14.89,2022/09/01,2022/09/01,703042,,V,526231,136675
VD,16578967,703043,"Dom krajanov Dobrovlje, Dobrava 78, Zreče",,1.49,2022/09/01,2022/09/01,703043,,V,530801,135405
VD,16579084,703028,"Kušar Zdenko, Stenica 44, Vitanje",,11.01,2022/02/28,2022/02/28,703028,,V,524231,137745
VD,16579157,703029,"Hrovat Milan, Hudinja 23, Vitanje",,6.82,2022/09/01,2022/09/01,703029,,V,524721,140665
VD,16579394,703030,"Brodej Jože, Brezen 55, Vitanje",,8.95,2022/09/01,2022/09/01,703030,,V,520601,138665
VD,16579408,703031,"Kovše ""Pri Volavcu"", Paka 40, Vitanje",,17.35,2022/02/28,2022/02/28,703031,,V,520551,141615
VD,16579416,703032,"Center Noordung, Na vasi 18, Vitanje",,6.81,2019/03/11,2019/03/12,703032,,V,522331,139585
VD,16579424,703027,"Občina Vitanje, Grajski trg 1, Vitanje",,8.38,2022/09/01,2022/09/01,703027,,V,523331,140205
VD,16586242,703001,"Dom krajanov Bezina, Slov. Konjice",,3.81,2022/09/01,2022/09/01,703001,,V,532891,135035
VD,16586269,703002,"Dom krajanov v Gaju, Vešenik, Slov. Konjice",,2.09,2022/09/01,2022/09/01,703002,,V,533452,133824
VD,16586277,703003,"ZZ Vertačnik,Dobrava pri Konjicah 3b,Slov.Konjice",,0.82,2022/09/01,2022/09/01,703003,,V,532211,135345
VD,16586285,703004,"Pisarna KS Konjiška vas, Slov. Konjice",,6.68,2022/09/01,2022/09/01,703004,,V,535411,133095
VD,16586293,703005,"Dom krajanov Polene, Slov. Konjice",,2.9,2022/09/01,2022/09/01,703005,,V,529811,134005
VD,16586307,703006,"Pri Pohorcu, Sojek 1, Slov. Konjice",,5.08,2022/09/01,2022/09/01,703006,,V,528231,131435
VD,16586315,703008,"OŠ Pod goro-U, Šolska ul. 3, Slov. Konjice",,2.84,2022/09/08,2022/09/08,703008,,V,530291,135025
VD,16586323,703009,"Dom krajanov Draža vas, Loče",,2.45,2022/09/01,2022/09/01,703009,,V,537051,132425
VD,16586331,703010,"Dom krajanov Žiče, Loče",,4.84,2022/09/01,2022/09/01,703010,,V,536501,133085
VD,16586340,703011,"Dom krajanov Jernej, Loče",,9.56,2022/09/01,2022/09/01,703011,,V,538631,133105
VD,16586358,703012,"Čonč Neža, Ličenca 30, Loče",,4.44,2022/09/01,2022/09/01,703012,,V,540631,133995
VD,16586366,703013,"Dom krajanov Zbelovo, Loče",,7.93,2022/09/01,2022/09/01,703013,,V,541861,129415
