ENOTA,VDV_MID,VDV_ID,VDV_UIME,VDV_DJ,POV_KM2,D_OD,DV_OD,N8,C1,STATUS,CEN_E,CEN_N
VD,20109122,602037,"GD Dolenja Stara vas, Dolenja Stara vas 43",,4.13,2022/09/13,2022/09/13,602037,,V,527839,77065
VD,20109149,602039,"GD Dol. Maharovec, D.Maharovec 19,8310 Šentjernej",,4.22,2022/09/13,2022/09/13,602039,,V,523909,77835
VD,20109157,602041,"GD Gorenja Stara vas,G.St. vas 21,8310 Šentjernej",,2.27,2022/09/13,2022/09/13,602041,,V,523659,76815
VD,20109165,602045,"A. Turk - Roje, Roje 12, 8310 Šentjernej",,7.87,2022/09/13,2022/09/13,602045,,V,525769,79785
VD,20109181,602049,"KC P. Trubarja Šentjernej, Trubarjeva c. 13",,2.03,2022/09/13,2022/09/13,602049,,V,525609,78725
VD,20109190,607041,"GD Dolenje Dole, Dolenje Dole 24b",,4.93,2022/09/21,2022/09/21,607041,,V,521899,89325
VD,20109203,607045,"GD Tomažja vas, Tomažja vas 35",,2.01,2022/09/21,2022/09/21,607045,,V,523059,82205
VD,20109211,603002,"Stara OŠ, Dolenje Karteljevo 29, 8000 Novo mesto",,4.99,2022/09/05,2022/09/05,603002,,V,511129,80955
VD,20109220,603013,"GD Dolenje Kamence,Dol. Kamence 9,8000 Novo mesto",,6.58,2022/09/05,2022/09/05,603013,,V,511259,75815
VD,20109238,602056,"OŠ Prevole, Prevole 32, 8362 Hinje",,10.76,2022/09/13,2022/09/13,602056,,V,489549,71635
VD,20109246,602053,"GD Šmihel pri Žužemberku, Šm. pri  Žužemberku 38",,12.67,2022/09/13,2022/09/13,602053,,V,491899,78915
VD,20109254,602043,"GD Groblje pri Prekopi, Groblje pri Prekopi 36",,6.75,2022/09/13,2022/09/13,602043,,V,529479,79955
VD,20109289,602024,"GD Soteska, Soteska 38,8351 Straža pri Novem mest",,4.6,2022/09/13,2022/09/13,602024,,V,502749,70455
VD,20109297,607042,"Dvorana Metelkovega doma Škocjan, Škocjan 35",,12.82,2022/09/21,2022/09/21,607042,,V,522609,85265
VD,20109319,603020,"Gimnazija Novo mesto,Seidlova c.9,8000 Novo mesto",,1.13,2022/09/05,2022/09/05,603020,,V,513279,74855
VD,20109327,602012,"GD Zbure, Zbure 29a, 8220 Šmarješke Toplice",,6.86,2022/09/13,2022/09/13,602012,,V,517909,85075
VD,20109335,602034,"GD Cerov Log, Cerov Log 1, 8310 Šentjernej",,11.36,2022/09/13,2022/09/13,602034,,V,524509,74095
VD,20187344,607039,"OŠ Bučka, Bučka 27",,16.63,2022/09/21,2022/09/21,607039,,V,525109,88145
VD,20202696,603034,"Inpro d.o.o. Novo mesto, Loke 4, 8351 Straža",,2.32,2022/09/06,2022/09/06,603034,,V,509139,72705
VD,20202700,603015,"Vrtec Ciciban I, Ragovska ul. 18, 8000 Novo mesto",,1.26,2022/09/06,2022/09/06,603015,,V,513616,74350
VD,20202718,602011,"""Prinovec"" Šmarješke Toplice, Šmar. Toplice 116",,5.9,2022/09/14,2022/09/14,602011,,V,517749,80925
VD,20217723,604001,"GD ?ATEŽ, ?atež 19, 8212 VELIKA LOKA",,10.91,2022/09/26,2022/09/26,604001,,V,496169,91885
VD,20217731,604002,"Glivar Darko, Korita 6, 8211 Dobrnič",,6.28,2022/09/07,2022/09/12,604002,,V,499749,80365
VD,20217740,604008,"KS Knežja vas (vaško središče), Dol. Selce 21",,10.29,2022/09/07,2022/09/12,604008,,V,495229,84235
VD,20217758,604013,"OŠ Mirna II., Cesta na Fužine 1, 8233 Mirna",,5.35,2022/09/07,2022/09/12,604013,,V,504219,90845
VD,20217766,604009,"GD Ševnica, Ševnica 22, 8233 Mirna",,4.28,2022/09/07,2022/09/12,604009,,V,501359,90575
VD,20217774,604014,"GD Selo pri Mirni, Sajenice 12, 8233 Mirna",,3.87,2022/09/07,2022/09/12,604014,,V,503019,91175
VD,20217782,604019,"GD Beli Grič, Beli Grič 19, 8230 Mokronog",,6.19,2022/09/07,2022/09/12,604019,,V,509489,88625
VD,20217812,604018,"GD Mokronog, Florijanska c. 33, 8230 Mokronog",,5.9,2022/09/07,2022/09/12,604018,,V,511659,91405
VD,20217839,604020,"GD Račje selo, Račjo selo 20, 8210 Trebnje",,7.17,2022/09/07,2022/09/12,604020,,V,500079,88135
VD,20217847,604024,"KD Šentlovrenc, Šentlovrenc 15a, 8212 Velika Loka",,9.92,2022/09/07,2022/09/12,604024,,V,495249,88875
VD,20217855,604026,"INFOTOČKA DEŽELE KOZOLCEV, Šentrupert 5",,8.08,2022/09/07,2022/09/12,604026,,V,506049,91745
VD,20217863,604027,"OŠ ŠENTRUPERT I., Šentrupert 57, 8232 Šentrupert",,6.89,2022/09/07,2022/09/12,604027,,V,508080,91486
VD,20217880,604030,"Večnamenski dom Trebelno,Trebelno 19,8231Trebelno",,14.44,2022/09/07,2022/09/12,604030,,V,511469,87185
VD,20217898,604031,"Žagar Štefan, Češnjice 35, 8231 Trebelno",,5.18,2022/09/07,2022/09/12,604031,,V,512609,83935
VD,20217901,604036,"DSO Trebnje, Stari trg 63, 8210 Trebnje",,1.33,2022/09/07,2022/09/12,604036,,V,501109,85315
VD,20217910,604035,"DVORANA STIK II., Goliev trg 1, 8210 Trebnje",,0.32,2022/09/07,2022/09/12,604035,,V,500669,85615
VD,20217928,604034,"DVORANA STIK I., Goliev trg 1, 8210 Trebnje",,3.3,2022/09/07,2022/09/12,604034,,V,501049,84835
VD,20217936,604042,"KS Veliki Gaber, Veliki Gaber 90,8213Veliki Gaber",,6.38,2022/09/07,2022/09/12,604042,,V,493629,87985
VD,20217944,604040,"Bregar Janez, Stehanja vas 14, 8213 Velik Gaber",,5.11,2022/09/07,2022/09/12,604040,,V,492949,85355
VD,20217952,604011,"OŠ Mirna I., Cesta na Fužine 1, 8233 Mirna",,14.12,2022/09/07,2022/09/12,604011,,V,505199,89875
VD,20217995,604032,"GD Štatenberk, Ornuška vas 11, 8231 Trebelno",,17.18,2022/09/07,2022/09/12,604032,,V,510019,82465
VD,20218002,604003,"Smolič Pavle, Dobrava 22, 8211 Dobrnič",,5.93,2022/09/07,2022/09/12,604003,,V,497510,79486
VD,20218029,604007,"Novi GD Lukovek, Lukovek 52, 8210 Trebnje",,11.31,2022/09/07,2022/09/12,604007,,V,505389,84795
VD,20218037,604006,"OŠ Dol.Nemška vas II.,Dol.Nem.vas 21, 8210Trebnje",,6.42,2022/09/07,2022/09/12,604006,,V,503729,86305
VD,20218045,604012,"Dom Partizan Mirna, Sokolska ulica 2, 8233 Mirna",,3.64,2022/09/07,2022/09/12,604012,,V,504719,91425
VD,20218061,604017,"KD Mokronog, Pod gradom 2, 8230 Mokronog",,4.81,2022/09/07,2022/09/12,604017,,V,511549,89205
VD,20218070,604016,"GD MOKRONOG II., FLORIJANSKA C. 33, 8230 MOKRONOG",,6.58,2022/09/26,2022/09/26,604016,,V,514239,88275
VD,20218088,604023,"Prost. PGD Vrhe(bivša šola),Gor.Vrh 1,8211Dobrnič",,9.41,2022/09/07,2022/09/12,604023,,V,501089,80575
VD,20218096,604025,"GD Dol. Jesenice, Dol.Jesenice 17,8232 Šentrupert",,6.2,2022/09/07,2022/09/12,604025,,V,511579,94185
VD,20218100,604028,"OŠ ŠENTRUPERT II., Šentrupert 57, 8232 Šentrupert",,23.5,2022/09/07,2022/09/12,604028,,V,507419,94885
VD,20218118,604029,"Gostilna Mišič,Štefan pri Trebnjem 10,8210Trebnje",,7.63,2022/09/07,2022/09/12,604029,,V,498499,85335
VD,20218126,604033,"GD Velika Strmica,Velika Strmica 16,8231 Trebelno",,11.45,2022/09/07,2022/09/12,604033,,V,515599,85555
VD,20218134,604037,"Gostilna Meglič, Obrtniška ul. 2, 8210 Trebnje",,4.65,2022/09/07,2022/09/12,604037,,V,501859,86605
VD,20218142,604039,"KD Velika Loka, Velika Loka 6, 8212 Velika Loka",,11.63,2022/09/07,2022/09/12,604039,,V,497349,89185
VD,20218169,604041,"GD Zagorica, Zagorica pri V. Gabru 13",,7.23,2022/09/07,2022/09/12,604041,,V,490979,86986
VD,20218185,604004,"KD Dobrnič, Dobrnič 9, 8211 Dobrnič",,10.6,2022/09/07,2022/09/12,604004,,V,497859,83135
VD,20218193,604022,"GD Log, Log pri Žužemberku 6, 8360 Žužemberk",,8.41,2022/09/07,2022/09/12,604022,,V,493539,81935
VD,20218207,604038,"GD Vrhtrebnje, Vrhtrebnje 24, 8210 Trebnje",,3.12,2022/09/07,2022/09/12,604038,,V,501109,83525
VD,20218215,604021,"GD Sela Šumberk, Sela pri Šum. 32, 8360 Žužemberk",,8.33,2022/09/07,2022/09/12,604021,,V,491319,82025
VD,20218223,604005,"OŠ Dol. Nemška vas I.,Dol.Nem.vas 21,8210 Trebnje",,7.62,2022/09/07,2022/09/12,604005,,V,503199,82105
VD,20231874,604043,"Peter Žibert, Sv. Vrh 3, 8230 Mokronog",,1.74,2022/09/07,2022/09/12,604043,,V,512739,88955
VD,20231882,604044,"Končina Peter, Okrog 11a, 8232 Šentrupert",,4.42,2022/09/07,2022/09/12,604044,,V,504459,94405
VD,20327618,605003,"OŠ Brežice, Levstikova ul.18, 8250 Brežice",,0.09,2022/08/31,2022/08/31,605003,,V,546159,85004
VD,20327626,605005,"(II)MC Brežice, Gubčeva ul. 10a, 8250 Brežice",,0.1,2022/08/31,2022/08/31,605005,,V,546179,84804
VD,20327634,605008,"(II)ETrŠ Brežice, Bizeljska c. 45, 8250 Brežice",,0.18,2022/08/31,2022/08/31,605008,,V,546969,85064
VD,20327642,605010,"(I)GD Šentlenart, C.b. Milavcev 105, 8250 Brežice",,1.01,2022/08/31,2022/08/31,605010,,V,545429,87654
VD,20327669,605012,"Prosvetni d. Artiče, Artiče 38, 8253 Artiče",,5.83,2022/08/31,2022/08/31,605012,,V,543939,91705
VD,20327677,605013,"OŠ Artiče, Artiče 39, 8253 Artiče",,8.95,2022/08/31,2022/08/31,605013,,V,546949,90484
VD,20327685,605014,"Nek. OŠ Pečice, Pečice 3, 3257 Podsreda",,3.09,2022/08/31,2022/08/31,605014,,V,544820,97174
VD,20327707,605019,"OŠ Pišece, Pišece 34, 8255 Pišece",,12.81,2022/08/31,2022/08/31,605019,,V,549630,93384
VD,20327715,605022,"GD Veliki Obrež, Veliki Obrež 13, 8257 Dobova",,3.61,2022/08/31,2022/08/31,605022,,V,551859,85044
VD,20327723,605024,"GD Mihalovec, Mihalovec 17a, 8257 Dobova",,2.57,2022/08/31,2022/08/31,605024,,V,550659,83694
VD,20327731,605030,"GD Rakovec, Rakovec 15, 8258 Kapele",,4.8,2022/08/31,2022/08/31,605030,,V,553849,88194
VD,20327740,605032,"OŠ Bizeljsko, Bizeljska c. 78, 8259 Bizeljsko",,19.59,2022/08/31,2022/08/31,605032,,V,551790,95034
VD,20327758,605036,"OŠ Cerklje, Cerklje ob K. 3, 8263 Cerklje ob K.",,6.47,2022/08/31,2022/08/31,605036,,V,539149,81415
VD,20327766,605037,"Nek. OŠ Bušeča v., Bušeča v.38,8263 Cerklje ob K.",,4.33,2022/09/05,2022/09/05,605037,,V,540879,79435
VD,20327774,605040,"GD Cerina, Cerina 14a, 8250 Brežice",,9.16,2022/08/31,2022/08/31,605040,,V,547139,82274
VD,20327782,605042,"GD Skopice, G. Skopice 1, 8262 Krška vas",,7.06,2022/08/31,2022/08/31,605042,,V,542459,85275
VD,20327804,605044,"Nek. OŠ Mrzlava vas, Mrzlava v. 21a,8262 Krška v.",,7.75,2022/09/05,2022/09/05,605044,,V,543289,78935
VD,20327812,605046,"OŠ V. Dolina, V. Dolina 30, 8261 Jesenice na Dol.",,15.26,2022/08/31,2022/08/31,605046,,V,549709,78574
VD,20327839,605034,"GD Stara vas, Bizeljsko 68a, 8259 Bizeljsko",,6.91,2022/09/05,2022/09/05,605034,,V,554380,94834
VD,20327847,605001,"Občina Brežice, CPB 18, 8250 Brežice",,1.15,2022/08/31,2022/08/31,605001,,V,545949,85164
VD,20327855,605007,"(I)ETrŠ Brežice, Bizeljska c. 45, 8250 Brežice",,2.83,2022/08/31,2022/08/31,605007,,V,547279,84904
VD,20327863,605015,"DK Sromlje, Sromlje 10, 8256 Sromlje",,14.58,2022/08/31,2022/08/31,605015,,V,546629,92164
VD,20327871,605021,"GD Mali Obrež, Mali Obrež 16a, 8257 Dobova",,1.08,2022/08/31,2022/08/31,605021,,V,551089,85624
VD,20327880,605028,"GD Sela, Sela pri Dobovi 46b, 8257 Dobova",,7.32,2022/08/31,2022/08/31,605028,,V,548975,85771
VD,20327898,605033,"GD Orešje, Orešje na Biz. 59, 8259 Bizeljsko",,4.24,2022/08/31,2022/08/31,605033,,V,554770,101264
VD,20327901,605039,"KS Čatež, Čateška ul. 3, 8250 Brežice",,7.72,2022/08/31,2022/08/31,605039,,V,546399,83814
VD,20327910,605047,"KS Jesenice, Jesenice 11a, 8261 Jesenice na Dol.",,2.77,2022/08/31,2022/08/31,605047,,V,553630,80135
VD,20327928,605004,"Vrtec Mavrica, vhod B, Šolska ul. 5, 8250 Brežice",,0.04,2022/08/31,2022/08/31,605004,,V,546379,85334
VD,20327936,605006,"GD Bukošek, Bukošek 28a, 8250 Brežice",,5.87,2022/08/31,2022/08/31,605006,,V,548629,87484
VD,20327944,605009,"Zavod za šport, C.b.Milavcev 18, 8250  Brežice",,2.66,2022/08/31,2022/08/31,605009,,V,547119,87354
VD,20327952,605011,"(II)GD Šentlenart, C.b.Milavcev 105, 8250 Brežice",,9.52,2022/08/31,2022/08/31,605011,,V,544419,87955
VD,20327979,605016,"(I)Prosvetni d. Globoko, Globoko 5, 8254 Globoko",,11.02,2022/08/31,2022/08/31,605016,,V,549149,90754
VD,20327987,605018,"Večnamenski d. Pišece, Pišece 27a, 8255 Pišece",,10.64,2022/08/31,2022/08/31,605018,,V,551340,95264
VD,20327995,605020,"GD Gabrje, Gabrje pri Dobovi 20, 8257 Dobova",,0.92,2022/08/31,2022/08/31,605020,,V,550509,84984
VD,20328002,605023,"Brodarska hišica Mostec, Mostec 51, 8257 Dobova",,2.54,2022/08/31,2022/08/31,605023,,V,548779,84534
VD,20328029,605026,"KS Dobova, Ul. b. Gerjovičev 48, 8257 Dobova",,2.53,2022/08/31,2022/08/31,605026,,V,550999,84644
VD,20328037,605029,"GD Kapele, Kapele 13, 8258 Kapele",,3.69,2022/08/31,2022/08/31,605029,,V,552629,88164
VD,20328045,605031,"GD Župelevec, Župelevec 53a, 8258 Kapele",,9.93,2022/08/31,2022/08/31,605031,,V,554169,89894
VD,20328053,605035,"GD Cerklje, Cerklje ob K. 56, 8263 Cerklje ob K.",,6.97,2022/08/31,2022/08/31,605035,,V,539779,84305
VD,20328061,605038,"GD D.Pirošica, D.Pirošica 4a, 8263 Cerklje ob K.",,7.49,2022/08/31,2022/08/31,605038,,V,542852,80106
VD,20328070,605043,"DK V. Malence, V. Malence 18a, 8262 Krška vas",,4.08,2022/08/31,2022/08/31,605043,,V,544119,82965
VD,20328088,605045,"KS V. Dolina, V. Dolina 9, 8261 Jesenice na Dol.",,4.96,2022/08/31,2022/08/31,605045,,V,550809,78434
VD,20328096,605048,"GD Obrežje, Obrežje 32, 8261 Jesenice na Dol.",,4.08,2022/08/31,2022/08/31,605048,,V,552849,78834
VD,20328100,605041,"KS Krška vas (spodaj), Krška vas 2, 8262 Krška v.",,3.61,2022/09/05,2022/09/05,605041,,V,544319,83755
VD,20328118,605025,"GD Loče, Loče 22, 8257 Dobova",,3.59,2022/08/31,2022/08/31,605025,,V,551559,82944
VD,20328126,605002,"(I)MC Brežice, Gubčeva ul. 10a, 8250 Brežice",,0.15,2022/08/31,2022/08/31,605002,,V,546379,85004
VD,20328134,605027,"GD Rigonce, Rigonce 29, 8257 Dobova",,1.56,2022/08/31,2022/08/31,605027,,V,552959,83334
VD,20341122,605017,"(II)Prosvetni d. Globoko, Globoko 5, 8254 Globoko",,6.47,2022/08/31,2022/08/31,605017,,V,551310,92984
VD,20343648,605049,"KS Križe, Križe 21, 8282 Koprivnica",,4.43,2022/08/31,2022/08/31,605049,,V,543450,97335
VD,20437634,606003,"GD Veliki Kamen, Veliki Kamen 13a",,6.87,2022/08/30,2022/08/31,606003,,V,540250,99975
VD,20437642,606007,"GD Mali Kamen, Mali Kamen 66a",,4.5,2022/08/30,2022/08/31,606007,,V,538840,99455
VD,20437677,606009,"GD Stranje, Stranje 13",,5.56,2022/08/30,2022/08/31,606009,,V,532020,98725
VD,20437685,606012,"OŠ A.Bohoriča, Šolska cesta 29",,7.12,2022/08/30,2022/08/31,606012,,V,536960,95255
VD,20437707,606016,"Mirt Jože, Anže 12",,4.57,2022/08/30,2022/08/31,606016,,V,540300,94695
VD,20437715,606018,"VD Dolenja vas, Dolenja vas pri Krškem 53",,11.61,2022/08/30,2022/08/31,606018,,V,540229,90465
VD,20437723,606020,"DK Zdole, Zdole 20",,12.42,2022/08/30,2022/08/31,606020,,V,540980,93315
VD,20437731,606022,"GD Gora, Gora 31",,9.24,2022/08/30,2022/08/31,606022,,V,533870,93455
VD,20437758,606026,"DSO Krško, Kovinarska ul. 13",,1.01,2022/08/30,2022/08/31,606026,,V,537799,89315
VD,20437766,606028,"OŠ Dr. M.Rostoharja, C.4. julija 33",,1.15,2022/08/30,2022/08/31,606028,,V,538009,91285
VD,20437782,606035,"GD Drnovo, Drnovo 29a",,2.99,2022/08/30,2022/08/31,606035,,V,537340,86764
VD,20437804,606036,"GD Brege, Brege 29a",,1.23,2022/08/30,2022/08/31,606036,,V,538759,86835
VD,20437812,606038,"GD Vihre, Vihre 44",,3.11,2022/08/30,2022/08/31,606038,,V,540929,86095
VD,20437839,606041,"Vaška soba v Gržeči vasi, Gržeča vas bš",,2.33,2022/08/30,2022/08/31,606041,,V,534849,85595
VD,20437847,606044,"Arh Zvone, Selce pri Leskovcu 6",,4.61,2022/08/30,2022/08/31,606044,,V,534359,89575
VD,20437855,606046,"KS Raka, Raka 40",,15.6,2022/08/30,2022/08/31,606046,,V,530979,86865
VD,20437863,606050,"Bivša OŠ Črneča vas, Črneča vas bš",,14.12,2022/08/30,2022/08/31,606050,,V,535009,75965
VD,20437871,606051,"GD Prekopa, Dolnja Prekopa 21b",,3.23,2022/08/30,2022/08/31,606051,,V,530279,79515
VD,20437880,606053,"Colarič Milan, Orehovec 37",,5.45,2022/08/30,2022/08/31,606053,,V,531889,76795
VD,20437898,606055,"KD Podbočje, Podbočje 70",,6.81,2022/08/30,2022/08/31,606055,,V,536849,79675
VD,20437901,606058,"Kodrič Jože, Brezje v Podbočju 2",,11.33,2022/09/05,2022/09/05,606058,,V,539389,76815
VD,20437910,606011,"Macur Marconato Jožefa, Dovško 10",,19.33,2022/08/30,2022/08/31,606011,,V,535530,101495
VD,20437928,606025,"MC Krško, C. krških žrtev 105",,2.84,2022/08/30,2022/08/31,606025,,V,537059,90745
VD,20437936,606032,"OŠ J.Dalmatina, Šolska ul. 1",,2.23,2022/08/30,2022/08/31,606032,,V,539560,92095
VD,20437944,606040,"Dvorana v Velikem Podlogu, Veliki Podlog 60",,6.32,2022/08/30,2022/08/31,606040,,V,535439,83285
VD,20437952,606054,"Grubar Jože, Kočarija 14",,9.21,2022/08/30,2022/08/31,606054,,V,529669,76295
VD,20437987,606006,"GD Senovo, Titova c. 95",,0.36,2022/08/30,2022/08/31,606006,,V,537190,98565
VD,20437995,606008,"Vaška soba strojnica Reštanj, Reštanj bš",,6.68,2022/08/30,2022/08/31,606008,,V,537371,100486
VD,20438002,606010,"LD Brezje pri Dovškem, Brezje pri Dovškem 33a",,3.32,2022/08/30,2022/08/31,606010,,V,532810,98635
VD,20438037,606015,"LK Dolenji Leskovec, Dolenji Leskovec 51a",,5.22,2022/09/05,2022/09/05,606015,,V,535180,95465
VD,20438045,606019,"KS Rožno - Presladol, Rožno 62",,8.2,2022/08/30,2022/08/31,606019,,V,533460,95865
VD,20438053,606021,"Dular Bogdan, Kostanjek 20",,2.98,2022/08/30,2022/08/31,606021,,V,541930,96715
VD,20438061,606024,"GD Krško, Bohoričeva ul. 14",,0.99,2022/08/30,2022/08/31,606024,,V,537610,91965
VD,20438070,606027,"Radej Vida, Sremič 37",,6.11,2022/08/30,2022/08/31,606027,,V,539660,92985
VD,20438088,606029,"KD Krško I, Trg Matije Gubca 2",,0.07,2022/08/30,2022/08/31,606029,,V,538199,90925
VD,20438096,606034,"Slavko Božič, Gornje Pijavško 30",,3.3,2022/08/30,2022/08/31,606034,,V,532330,94015
VD,20438100,606037,"Mlekarna Mrtvice, Mrtvice bš",,3.63,2022/08/30,2022/08/31,606037,,V,539989,86185
VD,20438118,606039,"Vaška soba na Gorici, Gorica bš",,6.25,2022/08/30,2022/08/31,606039,,V,537219,84635
VD,20438126,606042,"GD Senuše, Senuše 51",,8.91,2022/08/30,2022/08/31,606042,,V,531929,87415
VD,20438134,606045,"GD Velika vas, Gorenja vas pri Leskovcu 30",,6.21,2022/08/30,2022/08/31,606045,,V,535569,86665
VD,20438142,606048,"Prosvetna dvorana na Velikem Trnu, Veliki Trn 18",,19.59,2022/09/05,2022/09/05,606048,,V,532259,90485
VD,20438169,606052,"OŠ J.Gorjupa, Gorjanska c. 2",,23.76,2022/08/30,2022/08/31,606052,,V,531079,79905
VD,20438185,606057,"Vaški dom Veliko Mraševo, Veliko Mraševo bš",,3.06,2022/08/30,2022/08/31,606057,,V,537139,82005
VD,20438207,606004,"Dom XIV. divizije Senovo I, Trg XIV. divizije 1",,2.22,2022/08/30,2022/08/31,606004,,V,536940,97505
VD,20438215,606017,"Ribiška družina Brestanica, Raztez 1a",,5.27,2022/08/30,2022/08/31,606017,,V,540060,96955
VD,20438223,606047,"GD Smednik, Smednik 1b",,21.08,2022/08/30,2022/08/31,606047,,V,531459,85645
VD,20438231,606001,"OŠ Koprivnica, Koprivnica 2",,4.44,2017/09/15,2017/09/15,606001,,V,541460,98175
VD,20438240,606043,"OŠ Leskovec pri Krškem, Pionirska c.4",,7.91,2022/08/30,2022/08/31,606043,,V,537839,87885
VD,20438258,606056,"GD Malo Mraševo, Malo Mraševo 35",,5.73,2022/08/30,2022/08/31,606056,,V,535079,82245
VD,20438347,606030,"KD Krško II, Trg Matije Gubca 2",,0.13,2022/08/30,2022/08/31,606030,,V,538339,91025
VD,20439378,606049,"Jarkovič Anton, Avguštine 11",,2.56,2022/08/30,2022/08/31,606049,,V,534269,76965
VD,20451700,606005,"Dom XIV. divizije Senovo II, Trg XIV. divizije 1",,0.72,2022/08/30,2022/08/31,606005,,V,536920,97935
VD,20451718,606031,"KD Krško III, Trg Matije Gubca 2",,4.08,2022/08/30,2022/08/31,606031,,V,538549,90715
VD,20473495,606059,"Burja Boštjan, Šutna 26",,7.33,2022/08/30,2022/08/31,606059,,V,537449,79345
VD,20552298,607001,"KD Blanca, Blanca 24",,11.63,2022/09/01,2022/09/01,607001,,V,530164,94835
VD,20552301,607002,"GD Poklek nad Blanco, Poklek nad Blanco 2 B",,7.16,2022/09/01,2022/09/01,607002,,V,530070,97795
VD,20552310,607003,"TVD Partizan, Boštanj 31",,9.24,2022/09/01,2022/09/01,607003,,V,521780,97145
VD,20552328,607004,"VD Kompolje, Kompolje bš",,3.67,2022/09/01,2022/09/01,607004,,V,520630,100105
VD,20552336,607005,"VD Šmarčna, Šmarčna 4 B",,1.44,2022/09/01,2022/09/01,607005,,V,519150,100505
VD,20552344,607006,"Gostišče Vrh pri Boštanju, Vrh pri Boštanju 23",,5.37,2022/09/01,2022/09/01,607006,,V,520060,96215
VD,20552352,607007,"VO Log, Log 59",,2.85,2022/09/01,2022/09/01,607007,,V,524940,95865
VD,20552387,607009,"Pod vaškim kozolcem na Jablanici, Jablanica 24 A",,9.04,2022/09/01,2022/09/01,607009,,V,516469,96715
VD,20552395,607010,"ŽP Jelovec, Jelovec 5",,7.18,2022/09/01,2022/09/01,607010,,V,515769,96015
VD,20552409,607011,"Konjsko - Jože Mervič, Konjsko 10",,4.46,2022/09/01,2022/09/01,607011,,V,522940,95045
VD,20552417,607012,"KD Lukovec, Lukovec 38",,1.96,2022/09/01,2022/09/01,607012,,V,523780,94605
VD,20552425,607014,"OŠ Krmelj, Krmelj  25",,5.87,2022/09/13,2022/09/13,607014,,V,513349,93285
VD,20552433,607015,"GD Breg, Šentjur na Polju 18 A",,3.36,2022/09/01,2022/09/01,607015,,V,518780,100575
VD,20552441,607016,"GD Loka pri ZM, Loka pri Zidanem Mostu 40",,13.39,2022/09/01,2022/09/01,607016,,V,516120,101785
VD,20552450,607017,"DK Razbor, Razbor 11 A",,7.65,2022/09/01,2022/09/01,607017,,V,519881,102206
VD,20552468,607018,"GD Primož, Primož 6",,10.92,2022/09/01,2022/09/01,607018,,V,522379,91615
VD,20552476,607019,"Gostilna Kregl, Gornje Brezovo 3",,9.27,2022/09/01,2022/09/01,607019,,V,526960,95195
VD,20552484,607020,"Ledina - Stanislav Možič, Ledina 80",,4.66,2022/09/01,2022/09/01,607020,,V,522300,99555
VD,20552492,607021,"Drožanje - Ivan Jazbec, Drožanje 13",,5.97,2022/09/01,2022/09/01,607021,,V,524141,100486
VD,20552506,607022,"GD Orešje nad Sevnico, Orešje nad Sevnico 12 B",,8.45,2022/09/01,2022/09/01,607022,,V,523070,101195
VD,20552514,607023,"GD Sevnica, Kvedrova c. 25",,1.35,2022/09/01,2022/09/01,607023,,V,524240,97395
VD,20552522,607024,"VVO Ciciban Sevnica, Naselje heroja Maroka 22",,0.06,2022/09/01,2022/09/01,607024,,V,523310,97065
VD,20552549,607025,"OŠ Sava Kladnika, Trg svobode 42",,0.37,2022/09/01,2022/09/01,607025,,V,523550,96645
VD,20552557,607026,"Komunala Sevnica, Naselje heroja Maroka 17",,3.43,2022/09/01,2022/09/01,607026,,V,521168,100222
VD,20552573,607027,"GD Studenec, Studenec 43",,14.43,2022/09/01,2022/09/01,607027,,V,527100,92415
VD,20552581,607028,"Zavratec - Marko Rupar, Zavratec 10",,4.67,2022/09/01,2022/09/01,607028,,V,524849,91075
VD,20552590,607029,"Kladje pri K.-Žan Bunderšek,Kladje pri Krmelju 10",,6.47,2022/09/01,2022/09/01,607029,,V,508890,99995
VD,20552603,607030,"KD Šentjanž, Šentjanž 22",,28.77,2022/09/01,2022/09/01,607030,,V,513059,96845
VD,20552611,607031,"GD Veliki Cirnik, Veliki Cirnik 1 A",,5.13,2022/09/01,2022/09/01,607031,,V,508630,96906
VD,20552620,607032,"LD Tržišče, Tržišče 23",,10.83,2022/09/01,2022/09/01,607032,,V,515989,91765
VD,20552638,607033,"Pijavice - Henrik Hočevar, Pijavice 3",,5.66,2022/09/01,2022/09/01,607033,,V,512189,92915
VD,20552646,607034,"Vinski dvor Malkovec, Malkovec 11",,7.53,2018/05/04,2018/05/04,607034,,V,516369,89305
VD,20552654,607035,"GD Telče, Telče 12 B",,17.1,2022/09/01,2022/09/01,607035,,V,518059,90915
VD,20552662,607036,"GD Zabukovje nad Sevnico, Zabukovje nad S. 16 D",,15.17,2022/09/02,2022/09/02,607036,,V,528400,101635
VD,20552689,607037,"GD Trnovec, Trnovec 3 A",,8.87,2022/09/01,2022/09/01,607037,,V,527080,99535
VD,20552697,607038,"Podgorje - Janez Podlesnik, Podgorje ob S. 17 B",,5.21,2022/09/02,2022/09/02,607038,,V,526370,103005
VD,20552719,607013,"Sejna soba Občine Sevnica, Glavni trg 19 A",,2.97,2022/09/01,2022/09/01,607013,,V,524320,96505
VD,20555211,607008,"Zavetišče pod Sv. Rokom, Taborniška ul. 14",,0.44,2022/09/01,2022/09/01,607008,,V,523660,97365
VD,20657812,510002,"Koroška kmetijska zadruga, Rudarjevo 5a, Črna",,5.06,2019/02/28,2019/02/28,510002,,V,488651,148336
