ENOTA,SL_MID,SL_ID,SL_UIME,POV_KM2,D_OD,DV_OD,STATUS,CEN_E,CEN_N
SL,16918016,38020,OŠ D. Ketteja Ilirska Bistrica,172.07,1999/03/17,1999/03/17,V,439228,51306
SL,16918024,38030,OŠ Jelšane,35.65,1999/03/17,1999/03/17,V,443058,40316
SL,16918032,38040,OŠ Podgora Kuteževo,43.41,1999/03/17,1999/03/17,V,448838,42976
SL,16918059,38050,OŠ R. M. Brkinca Pregarje,20.19,1999/03/17,1999/03/17,V,430868,49536
SL,16918067,38060,OŠ R. Ukoviča Podgrad,61.85,1999/03/17,1999/03/17,V,433041,42842
SL,16918075,38070,OŠ T. Tomšiča Knežak,87.93,1999/03/17,1999/03/17,V,444318,53586
SL,17032267,40010,OŠ Livade,2.08,1999/01/25,1999/01/25,V,394662,43862
SL,17032313,40020,OŠ Vojke Šmuc Izola,10.3,1999/01/25,1999/01/25,V,395487,45087
SL,17032321,40021,Podružnična OŠ Korte,15.8,1999/05/15,1999/12/10,V,394367,41117
SL,17032330,90010,OŠ Cirila Kosmača Piran,0.93,1999/01/26,1999/01/26,V,388317,44187
SL,17032348,90011,Dislocirani odd. v Portorožu,2.73,1999/01/26,1999/01/26,V,389169,43075
SL,17032356,90020,OŠ Lucija,7.18,1999/01/26,1999/01/26,V,391067,41707
SL,17032364,90021,Podružnična OŠ Strunjan,3.52,1999/05/15,1999/12/10,V,390877,43687
SL,17032372,90030,OŠ Sečovlje,18.54,1999/01/26,1999/01/26,V,391861,38216
SL,17032399,90031,Podružnična OŠ Sv. Peter,10.6,1999/05/15,1999/12/10,V,396677,37087
SL,17032950,50010,OŠ Antona Ukmarja Koper,3.79,1999/04/16,1999/05/27,V,398507,45537
SL,17032968,50020,OŠ Dekani,98.45,1999/04/16,1999/05/27,V,407877,45487
SL,17032976,50030,OŠ Aleš Bebler-Primož Hrvatini,5.56,1999/04/16,1999/05/27,V,401667,50647
SL,17032984,50040,OŠ Dušana Bordona Semedela - Koper,0.8,2008/08/21,2008/08/22,V,399967,44937
SL,17032992,50999,skupni okoliš 050040_050010,0.02,1999/04/16,1999/05/27,V,399827,45317
SL,17033000,50998,skupni okoliš 050070_050040,1.04,2007/01/22,2007/01/30,V,400497,44287
SL,17033018,50997,Skupni okoliš 050060_050100,3.23,2005/02/18,2005/02/18,V,405411,43959
SL,17033026,50050,OŠ Istrskega odreda Gračišče,74.74,1999/04/16,1999/05/27,V,414027,39716
SL,17033034,50060,OŠ Ivana Babiča-Jagra Marezige,33,1999/04/16,1999/05/27,V,405927,41717
SL,17033042,50070,OŠ Koper,12.63,2007/01/22,2007/01/30,V,400667,46117
SL,17033069,50080,OŠ Oskarja Kovačiča Škofije,13.57,1999/04/16,1999/05/27,V,406447,48827
SL,17033085,50100,OŠ Elvire Vatovec Prade - Koper,8.67,2001/05/26,2001/05/28,V,404427,45117
SL,17033093,50110,OŠ Šmarje pri Kopru,37.64,1999/04/16,1999/05/27,V,399827,40947
SL,17033107,50031,Podružnična OŠ Ankaran,8.04,1999/05/15,1999/12/10,V,401687,49397
SL,17034669,50101,Podružnična OŠ Sv.  Anton,10.36,2005/02/18,2005/02/18,V,407867,43907
SL,17103393,40999,Skupni okoliš 040010_040020,0.32,2022/01/12,2022/01/12,V,395497,44537
SL,17138715,91010,Osnovna šola Košana,50.35,1998/11/04,1998/11/04,V,430968,58746
SL,17138723,91020,Osnovna šola Pivka,141.68,1998/11/04,1998/11/04,V,437398,60376
SL,17138731,91021,Podružnična šola Šmihel,16.58,1998/11/04,1998/11/04,V,435958,57006
SL,17138740,91022,Podružnična šola Zagorje,14.7,1998/11/04,1998/11/04,V,439358,57606
SL,17138839,94010,OŠ Antona Globočnika Postojna,4.31,1998/12/07,1998/12/07,V,439028,70266
SL,17138847,94011,Podružnična šola Bukovje,43.23,1998/12/07,1998/12/07,V,433148,76047
SL,17138855,94012,Podružnična šola Planina,38.15,1998/12/07,1998/12/07,V,442248,77486
SL,17138863,94013,Podružnična šola Studeno,10.96,1998/12/07,1998/12/07,V,435678,76737
SL,17138871,94020,Osnovna šola Prestranek,50.37,1998/12/07,1998/12/07,V,436408,66046
SL,17138880,94030,OŠ Miroslava Vilharja Postojna,57.34,1998/12/07,1998/12/07,V,438848,70966
SL,17138898,94031,Podružnična šola Hruševje,65.51,1998/12/07,1998/12/07,V,429648,70586
SL,17248855,35010,OŠ Dragomirja Benčiča Brkina,82.83,1998/12/08,1998/12/22,V,417918,52006
SL,17248863,35011,Podružnična šola Materija,33.25,1998/12/08,1998/12/22,V,422128,49406
SL,17248871,35012,Podružnična šola Obrov,58.93,1998/12/08,1998/12/22,V,426728,46256
SL,17248880,35013,Podružnična šola Slivje,11.82,1998/12/08,1998/12/22,V,425648,48406
SL,17248898,19010,OŠ Dr.Bogomirja Magajne Divača,34.44,1998/12/08,1998/12/22,V,419778,60746
SL,17248901,19011,Podružnična šola Misliče,39.63,1998/12/08,1998/12/22,V,425838,52736
SL,17248910,19012,Podružnična šola Senožeče,49.51,1998/12/08,1998/12/22,V,425168,64906
