ENOTA,NA_MID,NA_ID,NA_UIME,NA_DJ,OB_MID,POV_KM2,D_OD,DV_OD,STATUS,CEN_E,CEN_N
NA,10130824,9,Gorjansko,,11027768,10.41,1995/01/01,1995/01/01,V,400227,74287
NA,10130832,12,Gornje Ležeče,,11026729,4.74,1995/01/01,1995/01/01,V,427558,58866
NA,10130859,13,Gornje Vreme,,11026729,2.95,1995/01/01,1995/01/01,V,425968,57486
NA,10130867,14,Gradišče pri Divači,,11026729,2.48,1995/01/01,1995/01/01,V,421438,59726
NA,10130875,7,Gradišče pri Materiji,,11027709,6.95,1995/01/01,1995/01/01,V,426728,46256
NA,10130883,13,Gradišče pri Štjaku,,11027377,3,1995/01/01,1995/01/01,V,416058,73127
NA,10130891,8,Gradišica,,11027709,1.43,1995/01/01,1995/01/01,V,422958,51456
NA,10130905,14,Gradnje,,11027377,1.47,1995/01/01,1995/01/01,V,413328,71637
NA,10130913,15,Grahovo Brdo,,11027377,2.76,1995/01/01,1995/01/01,V,414129,67968
NA,10130921,16,Griže,,11027377,6.87,1995/01/01,1995/01/01,V,417778,69037
NA,10130930,9,Hotična,,11027709,2.65,1995/01/01,1995/01/01,V,424448,49146
NA,10130948,17,Hribi,,11027377,0.88,1995/01/01,1995/01/01,V,415458,71737
NA,10130956,10,Hrpelje,,11027709,5.43,1995/01/01,1995/01/01,V,417918,52006
NA,10130964,10,Hruševica,,11027768,3.99,1995/01/01,1995/01/01,V,408928,75197
NA,10130972,11,Ivanji Grad,,11027768,3.26,1995/01/01,1995/01/01,V,399698,76237
NA,10130999,18,Jakovce,,11027377,0.7,1995/01/01,1995/01/01,V,419308,70517
NA,10131006,11,Javorje,,11027709,4.48,1995/01/01,1995/01/01,V,429778,46466
NA,10131014,15,Kačiče-Pared,,11026729,5.32,1995/01/01,1995/01/01,V,419548,56466
NA,10131022,19,Kazlje,,11027377,7.25,1995/01/01,1995/01/01,V,415088,69917
NA,10131049,12,Klanec pri Komnu,,11027768,1.02,1995/01/01,1995/01/01,V,398497,75447
NA,10131057,12,Klanec pri Kozini,,11027709,3.35,1995/01/01,1995/01/01,V,416208,50936
NA,10131065,13,Kobdilj,,11027768,5.81,1995/01/01,1995/01/01,V,410788,75767
NA,10131073,14,Kobjeglava,,11027768,6.32,1995/01/01,1995/01/01,V,407278,75807
NA,10131081,15,Koboli,,11027768,0.97,1995/01/01,1995/01/01,V,412678,75487
NA,10131090,16,Kodreti,,11027768,1.03,1995/01/01,1995/01/01,V,413628,75837
NA,10131103,17,Komen,,11027768,6.7,1995/01/01,1995/01/01,V,402918,75877
NA,10131111,20,Kopriva,,11027377,4.43,1995/01/01,1995/01/01,V,409318,72107
NA,10131120,21,Kosovelje,,11027377,2.07,1995/01/01,1995/01/01,V,406378,72597
NA,10131138,13,Kovčice,,11027709,2.7,1995/01/01,1995/01/01,V,427528,48706
NA,10131146,14,Kozina,,11027709,2.95,1995/01/01,1995/01/01,V,417052,52683
NA,10131154,16,Kozjane,,11026729,5.25,1995/01/01,1995/01/01,V,427978,53196
NA,10131162,22,Krajna vas,,11027377,3.47,1995/01/01,1995/01/01,V,406928,70617
NA,10131189,23,Kregolišče,,11027377,0.58,1995/01/01,1995/01/01,V,402218,72597
NA,10131197,24,Kreplje,,11027377,2.85,1995/01/01,1995/01/01,V,409448,67887
NA,10131219,25,Križ,,11027377,3.82,1995/01/01,1995/01/01,V,411938,67867
NA,10131227,26,Krtinovica,,11027377,1.04,1995/01/01,1995/01/01,V,412678,74617
NA,10131235,15,Krvavi Potok,,11027709,0.63,1995/01/01,1995/01/01,V,414958,53806
NA,10131243,17,Laže,,11026729,7.52,1995/01/01,1995/01/01,V,427468,66546
NA,10131251,27,Lipica,,11027377,10.56,1995/01/01,1995/01/01,V,412948,59167
NA,10131260,18,Lisjaki,,11027768,0.49,1995/01/01,1995/01/01,V,408868,78517
NA,10131278,28,Lokev,,11027377,14.25,1995/01/01,1995/01/01,V,416568,58536
NA,10131286,19,Lukovec,,11027768,1.18,1995/01/01,1995/01/01,V,407958,78187
NA,10131294,29,Mahniči,,11027377,0.44,1995/01/01,1995/01/01,V,414758,71747
NA,10131308,30,Majcni,,11027377,1.31,1995/01/01,1995/01/01,V,417238,67887
NA,10131316,20,Mali Dol,,11027768,1.59,1995/01/01,1995/01/01,V,404568,77037
NA,10131324,16,Markovščina,,11027709,3.83,1995/01/01,1995/01/01,V,424678,47056
NA,10131332,18,Matavun,,11026729,2.54,1995/01/01,1995/01/01,V,421348,58606
NA,10131359,17,Materija,,11027709,2.66,1995/01/01,1995/01/01,V,421659,49487
NA,10131367,31,Merče,,11027377,3.92,1995/01/01,1995/01/01,V,414408,63017
NA,10131375,18,Mihele,,11027709,1.3,1995/01/01,1995/01/01,V,414738,53306
NA,10131383,19,Misliče,,11026729,2.54,1995/01/01,1995/01/01,V,425578,54166
NA,10131391,19,Mrše,,11027709,1.74,1995/01/01,1995/01/01,V,425358,50076
NA,10131405,21,Nadrožica,,11027768,1.78,1995/01/01,1995/01/01,V,401287,73327
NA,10131413,20,Naklo,,11026729,2.59,1995/01/01,1995/01/01,V,421968,58376
NA,10131421,20,Nasirec,,11027709,2.04,1995/01/01,1995/01/01,V,415118,53346
NA,10131430,32,Nova vas,,11027377,0.43,1995/01/01,1995/01/01,V,414268,72977
NA,10131448,21,Obrov,,11027709,6.47,1995/01/01,1995/01/01,V,428668,45146
NA,10131456,22,Ocizla,,11027709,3.05,1995/01/01,1995/01/01,V,414808,50656
NA,10131464,23,Odolina,,11027709,5.04,1995/01/01,1995/01/01,V,423378,50106
NA,10131472,24,Orehek pri Materiji,,11027709,2.46,1995/01/01,1995/01/01,V,426868,49666
NA,10131499,33,Orlek,,11027377,3.49,1995/01/01,1995/01/01,V,409878,61807
NA,10131502,39,Ostrovica,,11027709,2.74,2006/07/18,2006/07/20,V,425838,52736
NA,10131529,22,Otošče,,11026729,5.47,1995/01/01,1995/01/01,V,424058,69626
NA,10131537,25,Petrinje,,11027709,4.67,1995/01/01,1995/01/01,V,414698,48906
NA,10131545,34,Plešivica,,11027377,0.55,1995/01/01,1995/01/01,V,415328,62217
NA,10131553,35,Pliskovica,,11027377,10.15,1995/01/01,1995/01/01,V,405168,71067
NA,10131561,36,Podbreže,,11027377,3.33,1995/01/01,1995/01/01,V,416808,65597
NA,10131570,65,Podgorje,,11027776,18.27,1995/01/01,1995/01/01,V,418177,43646
NA,10131588,23,Podgrad pri Vremah,,11026729,4.65,1995/01/01,1995/01/01,V,423578,54756
NA,10131596,26,Poljane pri Podgradu,,11027709,9.07,1995/01/01,1995/01/01,V,429488,41036
NA,10131600,37,Poljane pri Štjaku,,11027377,1.16,1995/01/01,1995/01/01,V,416458,71627
NA,10131618,38,Ponikve,,11027377,4.58,1995/01/01,1995/01/01,V,411628,72647
NA,10131626,24,Potoče,,11026729,3.9,1995/01/01,1995/01/01,V,423978,65716
NA,10131634,39,Povir,,11027377,4.22,1995/01/01,1995/01/01,V,416881,62676
NA,10131642,27,Povžane,,11027709,7.95,1995/01/01,1995/01/01,V,422338,48696
NA,10131669,40,Prelože pri Lokvi,,11027377,4.09,1995/01/01,1995/01/01,V,417008,57546
NA,10131677,22,Preserje pri Komnu,,11027768,0.8,1995/01/01,1995/01/01,V,401278,76157
NA,10131685,28,Prešnica,,11027709,17.09,1995/01/01,1995/01/01,V,417158,48486
NA,10131693,41,Pristava,,11027377,0.36,1995/01/01,1995/01/01,V,414978,72017
NA,10131707,76,Rakitovec,,11027776,9.36,1995/01/01,1995/01/01,V,419497,37156
NA,10131715,42,Raša,,11027377,0.93,1995/01/01,1995/01/01,V,413598,72877
NA,10131723,43,Ravnje,,11027377,0.86,1995/01/01,1995/01/01,V,413328,73727
NA,10131731,44,Razguri,,11027377,1.05,1995/01/01,1995/01/01,V,417408,71577
NA,10131740,29,Ritomeče,,11027709,0.99,1995/01/01,1995/01/01,V,427278,46966
NA,10131758,30,Rodik,,11027709,10.99,1995/01/01,1995/01/01,V,420478,54496
NA,10131766,31,Rožice,,11027709,2.61,1995/01/01,1995/01/01,V,421348,50396
NA,10131774,23,Rubije,,11027768,1.91,1995/01/01,1995/01/01,V,402428,78127
NA,10131782,45,Sela,,11027377,1.34,1995/01/01,1995/01/01,V,416998,70727
NA,10131804,46,Selo,,11027377,1.65,1995/01/01,1995/01/01,V,414168,73767
NA,10131812,25,Senadole,,11026729,4.99,1995/01/01,1995/01/01,V,421038,64996
NA,10131839,47,Senadolice,,11027377,3.03,1995/01/01,1995/01/01,V,418928,66337
NA,10131847,26,Senožeče,,11026729,19.62,1995/01/01,1995/01/01,V,425228,64756
NA,10131855,48,Sežana,,11027377,15.33,1995/01/01,1995/01/01,V,412056,63233
NA,10131863,32,Skadanščina,,11027709,11.39,1995/01/01,1995/01/01,V,422648,45836
NA,10131871,49,Skopo,,11027377,4.31,1995/01/01,1995/01/01,V,408508,71037
NA,10131880,33,Slivje,,11027709,3.32,1995/01/01,1995/01/01,V,425648,48406
NA,10131898,34,Slope,,11027709,4.95,1995/01/01,1995/01/01,V,421038,53096
NA,10131901,50,Stomaž,,11027377,1.05,1995/01/01,1995/01/01,V,416658,71007
NA,10131910,24,Sveto,,11027768,5.46,1995/01/01,1995/01/01,V,401408,76847
NA,10131928,51,Šepulje,,11027377,2.16,1995/01/01,1995/01/01,V,412008,68487
NA,10131936,25,Šibelji,,11027768,2.79,1995/01/01,1995/01/01,V,400698,79767
NA,10131944,27,Škocjan,,11026729,0.28,1995/01/01,1995/01/01,V,421578,58776
NA,10131952,26,Škofi,,11027768,0.83,1995/01/01,1995/01/01,V,401637,72257
NA,10131979,28,Škoflje,,11026729,0.65,1995/01/01,1995/01/01,V,423938,57726
NA,10131987,27,Škrbina,,11027768,4.04,1995/01/01,1995/01/01,V,401758,78837
NA,10131995,52,Šmarje pri Sežani,,11027377,1.58,1995/01/01,1995/01/01,V,411858,65607
NA,10132002,28,Štanjel,,11027768,3.76,1995/01/01,1995/01/01,V,410178,76587
NA,10132029,53,Štjak,,11027377,1.73,1995/01/01,1995/01/01,V,414928,73377
NA,10132037,54,Štorje,,11027377,3.98,1995/01/01,1995/01/01,V,416578,67047
NA,10132045,55,Tabor,,11027377,0.68,1995/01/01,1995/01/01,V,418888,70317
NA,10132053,35,Tatre,,11027709,6.85,1995/01/01,1995/01/01,V,428708,51286
NA,10132061,29,Tomačevica,,11027768,4.21,1995/01/01,1995/01/01,V,404668,75937
NA,10132070,56,Tomaj,,11027377,5.93,1995/01/01,1995/01/01,V,411058,69077
NA,10132088,30,Trebižani,,11027768,0.87,1995/01/01,1995/01/01,V,414628,75017
NA,10132096,36,Tublje pri Hrpeljah,,11027709,3.82,1995/01/01,1995/01/01,V,419968,51186
NA,10132100,57,Tublje pri Komnu,,11027377,2.91,1995/01/01,1995/01/01,V,402017,71387
NA,10132118,31,Tupelče,,11027768,3.25,1995/01/01,1995/01/01,V,407838,75557
NA,10132126,58,Utovlje,,11027377,2.12,1995/01/01,1995/01/01,V,413118,68937
NA,10132134,32,Vale,,11027768,3.43,1995/01/01,1995/01/01,V,396707,75837
NA,10132142,29,Vareje,,11026729,3.11,1995/01/01,1995/01/01,V,424488,54656
NA,10132169,30,Vatovlje,,11026729,1.74,1995/01/01,1995/01/01,V,426838,54116
NA,10132177,33,Večkoti,,11027768,0.32,1995/01/01,1995/01/01,V,413018,75267
NA,10132185,37,Velike Loče,,11027709,2.03,1995/01/01,1995/01/01,V,426408,47846
NA,10132193,59,Veliki Dol,,11027377,5.83,1995/01/01,1995/01/01,V,402987,70817
NA,10132207,60,Veliko Polje,,11027377,5.38,1995/01/01,1995/01/01,V,420488,70196
NA,10132215,61,Voglje,,11027377,1.08,1995/01/01,1995/01/01,V,407218,66197
NA,10132223,34,Volčji Grad,,11027768,4.81,1995/01/01,1995/01/01,V,402879,74168
NA,10132231,62,Vrabče,,11027377,4.89,1995/01/01,1995/01/01,V,419178,70987
NA,10132240,31,Vremski Britof,,11026729,0.75,1995/01/01,1995/01/01,V,424438,57846
NA,10132258,63,Vrhovlje,,11027377,2.34,1995/01/01,1995/01/01,V,408438,65977
NA,10132266,38,Vrhpolje,,11027709,6.5,1995/01/01,1995/01/01,V,416568,54716
NA,10132274,35,Zagrajec,,11027768,1.72,1995/01/01,1995/01/01,V,398847,76187
NA,10132282,32,Zavrhek,,11026729,3.81,1995/01/01,1995/01/01,V,423478,57086
NA,10132304,102,Zazid,,11027776,13.25,1995/01/01,1995/01/01,V,416587,40636
NA,10132312,64,Žirje,,11027377,2.05,1995/01/01,1995/01/01,V,415898,63767
NA,10132339,1,Brda,,11027385,4.09,1995/01/01,1995/01/01,V,511061,148026
NA,10132347,1,Dovže,,11027113,2.13,1995/01/01,1995/01/01,V,512721,146966
NA,10132355,2,Gmajna,,11027385,6.12,1995/01/01,1995/01/01,V,504731,153626
NA,10132363,3,Golavabuka,,11027385,9.36,1995/01/01,1995/01/01,V,512991,150106
NA,10132371,2,Gornji Dolič,,11027113,4.36,1995/01/01,1995/01/01,V,514971,142471
NA,10132380,4,Gradišče,,11027385,5.5,1995/01/01,1995/01/01,V,508861,153336
NA,10132398,5,Graška Gora,,11027385,4.24,1995/01/01,1995/01/01,V,508951,143666
NA,10132401,3,Kozjak,,11027113,12.76,1995/01/01,1995/01/01,V,514741,140616
NA,10132410,6,Legen,,11027385,18.35,1995/01/01,1995/01/01,V,508781,151596
NA,10132428,4,Mala Mislinja,,11027113,8.46,1995/01/01,1995/01/01,V,515731,147466
NA,10132436,5,Mislinja,,11027113,43,1995/01/01,1995/01/01,V,514851,144846
NA,10132444,7,Mislinjska Dobrava,,11027385,6.97,1995/01/01,1995/01/01,V,510961,146096
NA,10132452,6,Paka - del,,11027113,3.48,1995/01/01,1995/01/01,V,519331,143165
NA,10132479,8,Pameče,,11027385,15.81,1995/01/01,1995/01/01,V,506061,155046
NA,10132487,9,Podgorje,,11027385,18.73,1995/01/01,1995/01/01,V,506911,147596
