ENOTA,UL_MID,UL_ID,UL_UIME,UL_DJ,NA_MID,OB_MID,D_OD,DV_OD,STATUS
UL,16212148,126,Cesta na Vrhovce,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16212156,132,Cesta v Gorice,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16212164,2,Cesta v Gorice,,10113059,11026591,1995/01/01,1995/01/01,V
UL,16212172,138,Cesta v Mestni log,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16212199,142,Cesta v Rožno dolino,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16212202,145,Cesta v Zeleni log,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16212229,146,Cesta v Zgornji log,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16212237,164,Čampova ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16212245,171,Čepovanska ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16212253,180,Črna pot,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16212261,197,Devinska ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16212270,203,Dobrdobska ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16212288,206,Dolgi breg,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16212296,207,Dolgi most,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16212300,227,Eipprova ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16212318,231,Erbežnikova ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16212326,237,Filipičeva ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16212334,238,Finžgarjeva ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16212342,250,Gabrščkova ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16212369,253,Galjevica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16212377,259,Gerbičeva ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16212385,264,Glinška ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16212393,268,Gmajnice,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16212407,279,Gorkičeva ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16212415,282,Gornji Rudnik III,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16212423,281,Gornji Rudnik II,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16212431,283,Gornji Rudnik IV,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16212440,280,Gornji Rudnik I,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16212458,30,Barjanska cesta,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16212466,294,Gradaška ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16212482,303,Grampovčanova ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16212504,306,Gregorinova ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16212512,307,Grič,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16212539,311,Groharjeva cesta,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16212547,320,Gundulićeva ulica,,10110084,11027849,2011/10/04,2011/10/04,V
UL,16212555,326,Hajdrihova ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16212563,327,Hauptmanca,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16212571,345,Idrijska ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16212580,349,Ilovški štradon,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16212598,354,Ižanska cesta,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16212601,355,Jadranska ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16212610,362,Jamnikarjeva ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16212628,363,Jamova cesta,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16212636,372,Javorjev drevored,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16212644,375,Jelovškova ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16212652,379,Jeranova ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16212679,381,Jesihov štradon,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16212687,382,Jezerska pot,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16212695,386,Joškov štradon,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16212709,389,Jurčkova cesta,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16212717,403,Kančeva ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16212725,409,Karunova ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16212733,425,Kikljeva ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16212741,426,Kladezna ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16212750,438,Knezov štradon,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16212768,443,Kocenova ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16212776,447,Kogejeva ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16212784,450,Kokaljeva ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16212792,451,Kolajbova ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16212806,455,Kolezijska ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16212814,462,Kopališka ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16212822,465,Koprska ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16212849,467,Koreninova ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16212857,471,Kosančeva ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16212865,472,Koseskega ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16212873,200,Divjakova ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16212881,478,Čučkova ulica,,10110084,11027849,2001/02/28,2001/03/05,V
UL,16212890,486,Kozarska cesta,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16212903,490,Krakovska ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16212911,491,Krakovski nasip,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16212920,495,Kraška ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16212938,502,Krimska ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16212946,504,Krištofova ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16212954,533,Lahova pot,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16212962,537,Lampetova ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16212989,539,Langusova ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16212997,541,Layerjeva ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213004,542,Lazarjeva ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213012,544,Legatova ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213039,546,Lepi pot,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213047,551,Levčeva ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213063,563,Livada,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213071,566,Ločnikarjeva ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213080,587,Mala čolnarska ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213098,593,Mali štradon,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213101,608,Martinova ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213110,625,Mencingerjeva ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213128,626,Merčnikova ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213136,635,Mihov štradon,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213144,643,Mirje,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213152,646,Mivka,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213179,649,Mlake,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213187,653,Mokrška ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213195,669,Na griču,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213209,676,Na požaru,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213217,681,Na tezi,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213225,687,Nahlikova ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213233,727,Ob dolenjski železnici,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213241,732,Ob pristanu,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213250,752,Opekarska cesta,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213268,753,Oražnova ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213276,754,Orlova ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213284,756,Oslavijska ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213292,767,Park Arturo Toscanini,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213306,785,Peruzzijeva ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213314,792,Petrčeva ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213322,817,Pod hrasti,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213349,821,Pod jezom,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213357,827,Pod topoli,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213365,838,Podrožniška pot,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213373,839,Podsmreška cesta,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213381,841,Podvozna pot,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213390,844,Poklukarjeva ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213403,882,Postojnska ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213411,883,Pot čez gmajno,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213420,889,Pot k ribniku,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213438,896,Pot na Drenikov vrh,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213446,901,Pot na Grič,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213454,906,Pot na Orle,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213462,907,Pot na Rakovo jelšo,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213489,1245,Ulica bratov Martinec,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213497,922,Pot za Brdom,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213519,933,Predjamska cesta,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213527,947,Pri brvi,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213535,949,Pri mostiščarjih,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213543,970,Puhtejeva ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213551,975,Rakovniška ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213560,984,Rečna ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213578,985,Redelonghijeva ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213586,989,Rezijanska ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213594,993,Riharjeva ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213608,1010,"Rožna dolina, cesta I",,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213616,1011,"Rožna dolina, cesta II",,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213624,1012,"Rožna dolina, cesta III",,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213632,1013,"Rožna dolina, cesta IV",,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213659,1014,"Rožna dolina, cesta IX",,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213667,1015,"Rožna dolina, cesta V",,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213675,1016,"Rožna dolina, cesta VI",,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213683,1017,"Rožna dolina, cesta VII",,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213691,1018,"Rožna dolina, cesta VIII",,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213705,1019,"Rožna dolina, cesta X",,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213713,1020,"Rožna dolina, cesta XI",,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213721,1021,"Rožna dolina, cesta XII",,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213730,1022,"Rožna dolina, cesta XIII",,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213748,1023,"Rožna dolina, cesta XIX",,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213756,1024,"Rožna dolina, cesta XV",,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213764,1025,"Rožna dolina, cesta XVII",,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213772,1026,"Rožna dolina, cesta XXI",,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213799,1028,Rudnik I,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213802,1029,Rudnik II,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213829,1030,Rudnik III,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213845,1035,Rutarjeva ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213853,1040,Sattnerjeva ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213861,1054,Skapinova ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213870,1057,Skopčeva ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213888,1073,Snojeva ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213896,1078,Soška ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213900,1083,Splitska ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213918,1085,Spodnji Rudnik I,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213926,1086,Spodnji Rudnik II,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213934,1087,Spodnji Rudnik III,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213942,1088,Spodnji Rudnik IV,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213969,1089,Spodnji Rudnik V,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213977,1100,Staretova ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213985,1110,Stranska pot,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16213993,1124,Svetčeva ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214019,1133,Šibeniška ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214027,1135,Šinkov štradon,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214035,1140,Škrabčeva ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214051,1149,Španova pot,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214060,1160,Štradon čez Prošco,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214078,1161,Štrekljeva ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214086,1168,Šumarjeva ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214094,1169,Švabićeva ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214108,1178,Teslova ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214116,1179,Tesna ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214124,1188,Tolminska ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214132,1192,Tomažičeva ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214159,1193,Tomčeva ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214167,1217,Trnovska ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214175,1218,Trnovski pristan,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214183,1236,Ulica borca Petra,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214191,1282,Ulica Malči Beličeve,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214205,1313,Ulica Rudolfa Janežiča,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214213,1338,Uršičev štradon,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214221,1343,V Murglah,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214230,1349,Valjavčeva ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214248,1357,Velebitska ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214256,1358,Velika čolnarska ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214264,1359,Veliki štradon,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214272,1369,Vidičeva ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214299,1370,Vidmarjeva ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214302,1373,Vinčarjeva ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214329,1374,Vinterca,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214337,1375,Vipavska ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214345,1377,Viška cesta,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214353,1388,Vogelna ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214361,1390,Volaričeva ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214370,1391,Volarjev štradon,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214388,1399,Vregova ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214396,1401,"Vrhovci, cesta I",,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214400,1402,"Vrhovci, cesta II",,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214418,1403,"Vrhovci, cesta III",,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214426,1404,"Vrhovci, cesta IV",,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214434,1405,"Vrhovci, cesta IX",,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214442,1406,"Vrhovci, cesta V",,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214469,1407,"Vrhovci, cesta VI",,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214477,1408,"Vrhovci, cesta VIII",,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214485,1409,"Vrhovci, cesta X",,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214493,1410,"Vrhovci, cesta XI",,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214507,1411,"Vrhovci, cesta XII",,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214515,1412,"Vrhovci, cesta XIII",,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214523,1413,"Vrhovci, cesta XIV",,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214531,1414,"Vrhovci, cesta XIX",,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214540,1415,"Vrhovci, cesta XV",,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214558,1416,"Vrhovci, cesta XVI",,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214566,1417,"Vrhovci, cesta XVII",,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214574,1418,"Vrhovci, cesta XVIII",,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214582,1419,"Vrhovci, cesta XX",,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214604,1420,"Vrhovci, cesta XXI",,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214612,1421,"Vrhovci, cesta XXII",,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214639,1096,Stantetova ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214647,1422,"Vrhovci, cesta XXVI",,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214655,1423,"Vrhovci, cesta XXVIII",,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214663,1424,"Vrhovci, cesta XXX",,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214671,1425,"Vrhovci, cesta XXXII",,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214680,1427,Vrhovnikova ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214698,1430,Vrtna ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214701,1437,Za Garažami,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214710,1442,Za opekarno,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214728,1444,Za progo,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214736,1461,Zavetiška ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214744,1463,Zbašnikova ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214752,1465,Zelena pot,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214779,1466,Zeljarska ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214787,1468,Zidarjev štradon,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214795,1482,Žabarjeva ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214825,660,Murnikova ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214833,1176,Tbilisijska ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214841,623,Melikova ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214850,1237,Ulica borcev za severno mejo,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214868,1469,Ziherlova ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214876,988,Reška ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214884,95,Celarčeva ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214892,812,Pod brezami,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214906,820,Pod jelšami,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214914,330,Hladnikova cesta,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214922,1352,Vandotova ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214957,1262,Ulica Gubčeve brigade,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214981,809,Pod akacijami,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16214990,830,Pod vrbami,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16215007,811,Pod bresti,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16215015,813,Pod bukvami,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16215023,825,Pod kostanji,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16215031,826,Pod lipami,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16215040,33,Baznikova ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16215058,404,Kantetova ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16215066,689,Nanoška ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16215074,1284,Ulica Marije Drakslerjeve,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16215082,1320,Ulica Tončke Čečeve,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16215104,50,Bistriška ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16215112,68,Borovniška ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16215139,119,Cesta na Mesarico,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16215147,165,Čanžekova ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16215155,189,Delakova ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16215163,313,Groznikova ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16215171,343,Hudourniška pot,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16215180,361,Jalnova ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16215198,418,Kermaunerjeva ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16215201,427,Klančarjeva ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16215210,454,Koleševa ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16215228,527,Kusoldova ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16215236,586,Makucova ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16215244,598,Marentičeva ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16215252,633,Metliška ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16215279,940,Preserska ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16215287,980,Razdevškova ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16215295,1091,Srebrničeva ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16215309,1115,Strmeckijeva ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16215317,1201,Travniška ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16215325,1231,Ulica Andreja Kumarja,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16215333,1254,Ulica Dušana Kraigherja,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16215341,1258,Ulica Franja Novaka,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16215350,1272,Ulica Jožeta Mirtiča,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16215368,1279,Ulica Lojzke Štebijeve,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16215376,1280,Ulica Lovre Klemenčiča,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16215384,1317,Ulica Štefke Zbašnikove,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16215392,1400,Vrhniška ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16215406,1432,Vulčeva ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16215414,60,Bobrova ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16215422,211,Dolinškova ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16215449,514,Krošljeva ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16215457,1291,Ulica Milke Kerinove,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16215465,1325,Ulica Zore Majcnove,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16215473,1050,Setnikarjeva ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16215481,13,Andrićeva ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16215490,1215,Trinkova ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16215503,115,Cesta na Ključ,,10110084,11027849,2009/02/17,2009/02/17,V
UL,16215511,137,Cesta v Legarico,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16215520,274,Golouhova ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16215538,278,Gorjupova ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16215546,323,Hacetova ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16215554,639,Mikuževa ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16215562,657,Mrzelova ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16215589,686,Nagodetova ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16215597,690,Nasperska pot,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16215619,798,Pirnatova ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16215627,911,Pot v boršt,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16215635,953,Primorska ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16215643,976,Ramovševa ulica,,10110084,11027849,1995/01/01,1995/01/01,V
UL,16215651,979,Ravnikova ulica,,10110084,11027849,1995/01/01,1995/01/01,V
